[1271, 871]
[chapter-title, [348.0, 55.0, 266.0, 30.0], shoonya_0sLZZKWXS0CG93, 5776679]
[paragraph, [147.0, 100.0, 657.0, 18.0], BUP7dTqfd2, 5776679]
[paragraph, [147.0, 118.0, 657.0, 18.0], BUP7dTqfd2, 5776679]
[paragraph, [147.0, 136.0, 657.0, 18.0], BUP7dTqfd2, 5776679]
[paragraph, [147.0, 154.0, 657.0, 18.0], BUP7dTqfd2, 5776679]
[paragraph, [147.0, 172.0, 657.0, 18.0], BUP7dTqfd2, 5776679]
[paragraph, [146.0, 203.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 221.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 239.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 257.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 275.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 293.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 311.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 329.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 347.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 365.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 383.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 401.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 419.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 437.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 455.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 473.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 491.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [146.0, 509.0, 661.0, 18.0], YfvJyjXrEf, 5776679]
[paragraph, [144.0, 528.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 546.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 564.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 582.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 600.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 618.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 636.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 654.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 672.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 690.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 708.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 726.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 744.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 762.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 780.0, 664.0, 18.0], h-oGuBimOb, 5776679]
[paragraph, [144.0, 803.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 821.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 839.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 857.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 875.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 893.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 911.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [144.0, 929.0, 664.0, 18.0], cFZXXy2Zxb, 5776679]
[paragraph, [141.0, 953.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 971.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 989.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 1007.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 1025.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 1043.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 1061.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 1079.0, 662.0, 18.0], pVCyg361zB, 5776679]
[paragraph, [141.0, 1097.0, 662.0, 18.0], pVCyg361zB, 5776679]
