[1755, 1241]
[folio, [184.0, 68.0, 456.0, 36.0], ydo-3p-yX7, 5760491]
[paragraph, [187.0, 136.0, 807.0, 36.0], shoonya_4s49VUYLSWJ17W, 5760491]
[paragraph, [187.0, 172.0, 807.0, 36.0], shoonya_4s49VUYLSWJ17W, 5760491]
[paragraph, [185.0, 215.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 251.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 287.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 323.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 359.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 395.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 431.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [185.0, 467.0, 806.0, 36.0], shoonya_0s7E7324Q8LCY2, 5760491]
[paragraph, [186.0, 522.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 558.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 594.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 630.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 666.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 702.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 738.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 774.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 810.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 846.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 882.0, 806.0, 36.0], shoonya_3sPQ9YHDNV4Z4C, 5760491]
[paragraph, [186.0, 931.0, 808.0, 36.0], dz-nCq08hU, 5760491]
[paragraph, [186.0, 967.0, 808.0, 36.0], dz-nCq08hU, 5760491]
[paragraph, [186.0, 1003.0, 808.0, 36.0], dz-nCq08hU, 5760491]
[paragraph, [186.0, 1039.0, 808.0, 36.0], dz-nCq08hU, 5760491]
[paragraph, [186.0, 1075.0, 808.0, 36.0], dz-nCq08hU, 5760491]
[paragraph, [187.0, 1126.0, 805.0, 36.0], qUWUCO-VQK, 5760491]
[paragraph, [187.0, 1162.0, 805.0, 36.0], qUWUCO-VQK, 5760491]
[paragraph, [187.0, 1198.0, 805.0, 36.0], qUWUCO-VQK, 5760491]
[paragraph, [187.0, 1234.0, 805.0, 36.0], qUWUCO-VQK, 5760491]
[paragraph, [262.0, 1342.0, 597.0, 36.0], D3Qbot1pH8, 5760491]
[paragraph, [262.0, 1378.0, 597.0, 36.0], D3Qbot1pH8, 5760491]
[paragraph, [262.0, 1414.0, 597.0, 36.0], D3Qbot1pH8, 5760491]
[paragraph, [262.0, 1450.0, 597.0, 36.0], D3Qbot1pH8, 5760491]
[paragraph, [262.0, 1486.0, 597.0, 36.0], D3Qbot1pH8, 5760491]
[paragraph, [262.0, 1522.0, 597.0, 36.0], D3Qbot1pH8, 5760491]
