[1806, 1262]
[folio, [1011.0, 97.0, 104.0, 36.0], shoonya_4sQW2ZXWNNEW4A, 5681122]
[paragraph, [93.0, 171.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 207.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 243.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 279.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 315.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 351.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 387.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 423.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 459.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 495.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 531.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 567.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 603.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 639.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 675.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 711.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 747.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 783.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 819.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 855.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 891.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 927.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 963.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 999.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1035.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1071.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1107.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1143.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1179.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1215.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1251.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1287.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1323.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1359.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1395.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1431.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1467.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [93.0, 1503.0, 519.0, 36.0], shoonya_1s5997BMUO2G8F, 5681122]
[paragraph, [655.0, 174.0, 502.0, 36.0], shoonya_2s42ZWNRCRF04L, 5681122]
[paragraph, [655.0, 210.0, 502.0, 36.0], shoonya_2s42ZWNRCRF04L, 5681122]
[paragraph, [655.0, 246.0, 502.0, 36.0], shoonya_2s42ZWNRCRF04L, 5681122]
[paragraph, [655.0, 282.0, 502.0, 36.0], shoonya_2s42ZWNRCRF04L, 5681122]
[paragraph, [655.0, 318.0, 502.0, 36.0], shoonya_2s42ZWNRCRF04L, 5681122]
[paragraph, [655.0, 354.0, 502.0, 36.0], shoonya_2s42ZWNRCRF04L, 5681122]
[paragraph, [658.0, 408.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 444.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 480.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 516.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 552.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 588.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 624.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 660.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 696.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 732.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 768.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 804.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 840.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 876.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 912.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 948.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 984.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1020.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1056.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1092.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1128.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1164.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1200.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1236.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1272.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1308.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1344.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1380.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1416.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1452.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1488.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1524.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1560.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1596.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1632.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [658.0, 1668.0, 499.0, 36.0], shoonya_0sZQ7PJ1TAS6A4, 5681122]
[paragraph, [106.0, 1626.0, 492.0, 36.0], shoonya_3sCH7T3BGTR1KB, 5681122]
[paragraph, [106.0, 1662.0, 492.0, 36.0], shoonya_3sCH7T3BGTR1KB, 5681122]
