[2339, 1653]
[paragraph, [217.0, 204.0, 1213.0, 36.0], shoonya_3sF7TQDALFMCUS, 5686073]
[paragraph, [217.0, 240.0, 1213.0, 36.0], shoonya_3sF7TQDALFMCUS, 5686073]
[paragraph, [217.0, 276.0, 1213.0, 36.0], shoonya_3sF7TQDALFMCUS, 5686073]
[paragraph, [221.0, 351.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 387.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 423.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 459.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 495.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 531.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 567.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 603.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 639.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 675.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 711.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 747.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 783.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 819.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 855.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 891.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 927.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 963.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 999.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1035.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1071.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1107.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1143.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1179.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1215.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [221.0, 1251.0, 1209.0, 36.0], shoonya_0sT77UBHH6HYFM, 5686073]
[paragraph, [291.0, 1321.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1357.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1393.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1429.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1465.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1501.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1537.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1573.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1609.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[paragraph, [291.0, 1645.0, 1057.0, 36.0], shoonya_2sG727JUC96EMA, 5686073]
[reference, [750.0, 1704.0, 595.0, 36.0], vMjy8juKZz, 5686073]
[paragraph, [219.0, 1775.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 1811.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 1847.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 1883.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 1919.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 1955.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 1991.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 2027.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 2063.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
[paragraph, [219.0, 2099.0, 1210.0, 36.0], shoonya_1sT5UAJIC8UKMX, 5686073]
