[4666, 3194]
[folio, [1425.0, 393.0, 359.0, 52.5], shoonya_2sXC0RT1CYB34C, 5691528]
[paragraph, [418.0, 508.0, 2378.0, 52.5], shoonya_1s9N4T5KEL4HEV, 5691528]
[paragraph, [418.0, 560.5, 2378.0, 52.5], shoonya_1s9N4T5KEL4HEV, 5691528]
[paragraph, [418.0, 613.0, 2378.0, 52.5], shoonya_1s9N4T5KEL4HEV, 5691528]
[paragraph, [411.0, 702.0, 2439.0, 52.5], MC9whbkxIR, 5691528]
[paragraph, [411.0, 754.5, 2439.0, 52.5], MC9whbkxIR, 5691528]
[paragraph, [411.0, 807.0, 2439.0, 52.5], MC9whbkxIR, 5691528]
[paragraph, [407.0, 882.0, 2423.0, 52.5], _TQjEl7wRj, 5691528]
[paragraph, [407.0, 934.5, 2423.0, 52.5], _TQjEl7wRj, 5691528]
[paragraph, [407.0, 987.0, 2423.0, 52.5], _TQjEl7wRj, 5691528]
[paragraph, [407.0, 1039.5, 2423.0, 52.5], _TQjEl7wRj, 5691528]
[paragraph, [407.0, 1092.0, 2423.0, 52.5], _TQjEl7wRj, 5691528]
[paragraph, [435.0, 1165.0, 2387.0, 52.5], G63HpBg8iV, 5691528]
[paragraph, [435.0, 1217.5, 2387.0, 52.5], G63HpBg8iV, 5691528]
[paragraph, [435.0, 1270.0, 2387.0, 52.5], G63HpBg8iV, 5691528]
[paragraph, [435.0, 1322.5, 2387.0, 52.5], G63HpBg8iV, 5691528]
[paragraph, [435.0, 1375.0, 2387.0, 52.5], G63HpBg8iV, 5691528]
[paragraph, [531.0, 1428.0, 690.0, 52.5], HPg0otn5yD, 5691528]
[paragraph, [439.0, 1520.0, 2379.0, 52.5], DUdu84nqLH, 5691528]
[paragraph, [439.0, 1572.5, 2379.0, 52.5], DUdu84nqLH, 5691528]
[paragraph, [439.0, 1625.0, 2379.0, 52.5], DUdu84nqLH, 5691528]
[paragraph, [407.0, 1708.0, 2407.0, 52.5], SmyM50H3f1, 5691528]
[paragraph, [407.0, 1760.5, 2407.0, 52.5], SmyM50H3f1, 5691528]
[paragraph, [407.0, 1813.0, 2407.0, 52.5], SmyM50H3f1, 5691528]
[paragraph, [407.0, 1865.5, 2407.0, 52.5], SmyM50H3f1, 5691528]
[paragraph, [407.0, 1918.0, 2407.0, 52.5], SmyM50H3f1, 5691528]
[paragraph, [527.0, 1971.0, 1034.0, 52.5], koJwO-yEZ1, 5691528]
[paragraph, [423.0, 2063.0, 2383.0, 52.5], NB0mnMfRjZ, 5691528]
[paragraph, [423.0, 2115.5, 2383.0, 52.5], NB0mnMfRjZ, 5691528]
[paragraph, [423.0, 2168.0, 2383.0, 52.5], NB0mnMfRjZ, 5691528]
[paragraph, [439.0, 2243.0, 2371.0, 52.5], QL-gDKCDqm, 5691528]
[paragraph, [439.0, 2295.5, 2371.0, 52.5], QL-gDKCDqm, 5691528]
[paragraph, [439.0, 2348.0, 2371.0, 52.5], QL-gDKCDqm, 5691528]
[paragraph, [419.0, 2434.0, 2407.0, 52.5], o7_E9hUpih, 5691528]
[paragraph, [419.0, 2486.5, 2407.0, 52.5], o7_E9hUpih, 5691528]
[paragraph, [419.0, 2539.0, 2407.0, 52.5], o7_E9hUpih, 5691528]
[paragraph, [419.0, 2591.5, 2407.0, 52.5], o7_E9hUpih, 5691528]
[paragraph, [419.0, 2644.0, 2407.0, 52.5], o7_E9hUpih, 5691528]
[paragraph, [419.0, 2696.5, 2407.0, 52.5], o7_E9hUpih, 5691528]
[paragraph, [427.0, 2786.0, 2431.0, 52.5], H6nlF0LjlN, 5691528]
[paragraph, [427.0, 2838.5, 2431.0, 52.5], H6nlF0LjlN, 5691528]
[paragraph, [427.0, 2891.0, 2431.0, 52.5], H6nlF0LjlN, 5691528]
[paragraph, [511.0, 2981.0, 1253.0, 52.5], Bv6fQdH1GK, 5691528]
[paragraph, [403.0, 3061.0, 2375.0, 52.5], 0Fb1UuPIhJ, 5691528]
[paragraph, [403.0, 3113.5, 2375.0, 52.5], 0Fb1UuPIhJ, 5691528]
[paragraph, [403.0, 3166.0, 2375.0, 52.5], 0Fb1UuPIhJ, 5691528]
[paragraph, [403.0, 3218.5, 2375.0, 52.5], 0Fb1UuPIhJ, 5691528]
[paragraph, [403.0, 3271.0, 2375.0, 52.5], 0Fb1UuPIhJ, 5691528]
[paragraph, [403.0, 3323.5, 2375.0, 52.5], 0Fb1UuPIhJ, 5691528]
[paragraph, [427.0, 3424.0, 2395.0, 52.5], 799W5xqzCu, 5691528]
[paragraph, [419.0, 3520.0, 2439.0, 52.5], KtLuTmLqRk, 5691528]
