[872, 605]
[section-title, [259.0, 29.0, 81.0, 30.0], FjQFrSHflQ, 6456896]
[folio, [31.0, 31.0, 101.0, 18.0], 8_3U56gYxU, 6456896]
[paragraph, [36.0, 67.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 85.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 103.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 121.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 139.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 157.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 175.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 193.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [36.0, 211.0, 262.0, 18.0], htNCM_bSw_, 6456896]
[paragraph, [300.0, 67.0, 260.0, 18.0], dhJuUaXj9s, 6456896]
[paragraph, [300.0, 85.0, 260.0, 18.0], dhJuUaXj9s, 6456896]
[paragraph, [300.0, 103.0, 260.0, 18.0], dhJuUaXj9s, 6456896]
[paragraph, [300.0, 121.0, 260.0, 18.0], dhJuUaXj9s, 6456896]
[paragraph, [300.0, 139.0, 260.0, 18.0], dhJuUaXj9s, 6456896]
[paragraph, [300.0, 157.0, 260.0, 18.0], dhJuUaXj9s, 6456896]
[paragraph, [317.0, 175.0, 89.0, 18.0], QnZwFPr7lD, 6456896]
[paragraph, [363.0, 190.0, 198.0, 18.0], pos2cn_KTf, 6456896]
[paragraph, [303.0, 210.0, 260.0, 18.0], NQnLiIioCw, 6456896]
[paragraph, [303.0, 228.0, 260.0, 18.0], NQnLiIioCw, 6456896]
[paragraph, [32.0, 228.0, 266.0, 18.0], m0sruVcYZE, 6456896]
[paragraph, [32.0, 246.0, 266.0, 18.0], m0sruVcYZE, 6456896]
[paragraph, [32.0, 264.0, 266.0, 18.0], m0sruVcYZE, 6456896]
[paragraph, [32.0, 282.0, 266.0, 18.0], m0sruVcYZE, 6456896]
[paragraph, [32.0, 300.0, 266.0, 18.0], m0sruVcYZE, 6456896]
[paragraph, [303.0, 244.0, 259.0, 18.0], xu5TCZSv6t, 6456896]
[paragraph, [303.0, 262.0, 259.0, 18.0], xu5TCZSv6t, 6456896]
[paragraph, [303.0, 280.0, 259.0, 18.0], xu5TCZSv6t, 6456896]
[paragraph, [303.0, 298.0, 259.0, 18.0], xu5TCZSv6t, 6456896]
[paragraph, [303.0, 316.0, 259.0, 18.0], xu5TCZSv6t, 6456896]
[paragraph, [303.0, 334.0, 259.0, 18.0], xu5TCZSv6t, 6456896]
[paragraph, [49.0, 317.0, 129.0, 18.0], BkLszNHmsp, 6456896]
[paragraph, [35.0, 338.0, 244.0, 18.0], i9tZHNBNhN, 6456896]
[paragraph, [39.0, 356.0, 238.0, 18.0], ZuiPqf0XT0, 6456896]
[paragraph, [39.0, 374.0, 238.0, 18.0], ZuiPqf0XT0, 6456896]
[paragraph, [303.0, 361.0, 260.0, 18.0], 5Q2ZjVC91E, 6456896]
[paragraph, [303.0, 379.0, 260.0, 18.0], 5Q2ZjVC91E, 6456896]
[paragraph, [303.0, 397.0, 260.0, 18.0], 5Q2ZjVC91E, 6456896]
[paragraph, [303.0, 415.0, 260.0, 18.0], 5Q2ZjVC91E, 6456896]
[paragraph, [303.0, 433.0, 260.0, 18.0], 5Q2ZjVC91E, 6456896]
[paragraph, [303.0, 451.0, 260.0, 18.0], 5Q2ZjVC91E, 6456896]
[paragraph, [36.0, 393.0, 256.0, 18.0], 6xabBTyebM, 6456896]
[paragraph, [36.0, 411.0, 256.0, 18.0], 6xabBTyebM, 6456896]
[paragraph, [36.0, 428.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 446.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 464.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 482.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 500.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 518.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 536.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 554.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 572.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 590.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 608.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 626.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [36.0, 644.0, 264.0, 18.0], 6ici1INFnu, 6456896]
[paragraph, [318.0, 480.0, 89.0, 18.0], Zafw4LweZb, 6456896]
[paragraph, [302.0, 497.0, 255.0, 18.0], f-x10raMCy, 6456896]
[paragraph, [302.0, 515.0, 255.0, 18.0], f-x10raMCy, 6456896]
[paragraph, [302.0, 531.0, 231.0, 18.0], lXLhk1vm_h, 6456896]
[paragraph, [303.0, 548.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [303.0, 566.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [303.0, 584.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [303.0, 602.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [303.0, 620.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
