[2067, 1567]
[folio, [183.0, 201.0, 179.0, 36.0], ZlsY6-_Ou2, 5735677]
[paragraph, [792.0, 249.0, 580.0, 36.0], shoonya_6sEA4XCICIFMD3, 5735677]
[paragraph, [792.0, 285.0, 580.0, 36.0], shoonya_6sEA4XCICIFMD3, 5735677]
[paragraph, [792.0, 321.0, 580.0, 36.0], shoonya_6sEA4XCICIFMD3, 5735677]
[paragraph, [792.0, 357.0, 580.0, 36.0], shoonya_6sEA4XCICIFMD3, 5735677]
[paragraph, [195.0, 252.0, 578.0, 36.0], shoonya_5s7XWNYMDWAJ6D, 5735677]
[paragraph, [195.0, 288.0, 578.0, 36.0], shoonya_5s7XWNYMDWAJ6D, 5735677]
[paragraph, [195.0, 324.0, 578.0, 36.0], shoonya_5s7XWNYMDWAJ6D, 5735677]
[paragraph, [192.0, 382.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 418.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 454.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 490.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 526.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 562.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 598.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 634.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 670.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 706.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 742.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 778.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 814.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 850.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 886.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 922.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [192.0, 958.0, 580.0, 36.0], shoonya_0sD8G5LUJH4W0O, 5735677]
[paragraph, [790.0, 426.0, 581.0, 36.0], shoonya_4s83DE4YDSMZ3H, 5735677]
[paragraph, [790.0, 462.0, 581.0, 36.0], shoonya_4s83DE4YDSMZ3H, 5735677]
[paragraph, [790.0, 498.0, 581.0, 36.0], shoonya_4s83DE4YDSMZ3H, 5735677]
[paragraph, [790.0, 534.0, 581.0, 36.0], shoonya_4s83DE4YDSMZ3H, 5735677]
[author, [1111.0, 602.0, 260.0, 36.0], p-46QkcgCR, 5735677]
[paragraph, [794.0, 737.0, 68.0, 36.0], -vk8xPGQAO, 5735677]
[paragraph, [1054.0, 833.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 869.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 905.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 941.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 977.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 1013.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 1049.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 1085.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [1054.0, 1121.0, 319.0, 36.0], shoonya_8s6SKUKJSNBXA6, 5735677]
[paragraph, [192.0, 1007.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1043.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1079.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1115.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1151.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1187.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1223.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1259.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1295.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1331.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1367.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1403.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1439.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [192.0, 1475.0, 582.0, 36.0], shoonya_1sFCLKO7W0ZZGM, 5735677]
[paragraph, [793.0, 1185.0, 584.0, 36.0], shoonya_10sBGM5L6UZC44, 5735677]
[paragraph, [793.0, 1221.0, 584.0, 36.0], shoonya_10sBGM5L6UZC44, 5735677]
[paragraph, [793.0, 1257.0, 584.0, 36.0], shoonya_10sBGM5L6UZC44, 5735677]
[paragraph, [793.0, 1293.0, 584.0, 36.0], shoonya_10sBGM5L6UZC44, 5735677]
[paragraph, [793.0, 1329.0, 584.0, 36.0], shoonya_10sBGM5L6UZC44, 5735677]
[paragraph, [793.0, 1365.0, 584.0, 36.0], shoonya_10sBGM5L6UZC44, 5735677]
[paragraph, [790.0, 1408.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1444.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1480.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1516.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1552.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
