[1320, 1176]
[folio, [93.0, 55.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[folio, [93.0, 73.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[folio, [93.0, 91.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[folio, [93.0, 109.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[folio, [93.0, 127.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[folio, [93.0, 145.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[paragraph, [763.0, 197.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 215.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 233.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 251.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 269.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 287.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 305.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 323.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 341.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 359.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 377.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 395.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 413.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 431.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 449.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 467.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 485.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 503.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 521.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 539.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 557.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 575.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 593.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 611.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 629.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 647.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 665.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 683.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 701.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 719.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 737.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 755.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 773.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 791.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 809.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 827.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 845.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 863.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 881.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 899.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 917.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 935.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 953.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 971.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 989.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1007.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1025.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1043.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1061.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1079.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1097.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1115.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1133.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1151.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1169.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1187.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1205.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[paragraph, [763.0, 1223.0, 360.0, 18.0], FMPaBO-kiz, 5693937]
[headline, [166.0, 200.0, 528.0, 25.5], jGHhcumh87, 5693937]
[headline, [166.0, 225.5, 528.0, 25.5], jGHhcumh87, 5693937]
[author, [304.0, 276.0, 247.0, 18.0], rf74vS2nE9, 5693937]
[paragraph, [69.0, 299.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 317.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 335.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 353.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 371.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 389.0, 348.0, 18.0], jRHtg75lmb, 5693937]
