[3508, 2481]
[section-title, [994.0, 99.0, 531.0, 93.0], 6mlrzA5YQB, 6534572]
[sub-section-title, [198.0, 314.0, 1010.0, 73.5], wr-Xyep244, 6534572]
[dateline, [192.0, 553.0, 500.0, 52.5], gN98W4fJcd, 6534572]
[paragraph, [218.0, 813.0, 337.0, 52.5], shoonya_0sN1V33HWLY2XM, 6534572]
[paragraph, [208.0, 936.0, 2092.0, 52.5], WLIqU4bkhQ, 6534572]
[paragraph, [208.0, 988.5, 2092.0, 52.5], WLIqU4bkhQ, 6534572]
[paragraph, [208.0, 1041.0, 2092.0, 52.5], WLIqU4bkhQ, 6534572]
[paragraph, [208.0, 1093.5, 2092.0, 52.5], WLIqU4bkhQ, 6534572]
[paragraph, [208.0, 1146.0, 2092.0, 52.5], WLIqU4bkhQ, 6534572]
[paragraph, [208.0, 1198.5, 2092.0, 52.5], WLIqU4bkhQ, 6534572]
[paragraph, [195.0, 1287.0, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1339.5, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1392.0, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1444.5, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1497.0, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1549.5, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1602.0, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1654.5, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1707.0, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1759.5, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[paragraph, [195.0, 1812.0, 2092.0, 52.5], vyzic5kYKQ, 6534572]
[section-title, [208.0, 1990.0, 615.0, 93.0], zbTSZZBSlZ, 6534572]
[sub-section-title, [217.0, 2152.0, 522.0, 73.5], 7MZ1HJ1dAt, 6534572]
[paragraph, [192.0, 2251.0, 2098.0, 52.5], FJ9KaMkiBb, 6534572]
[paragraph, [192.0, 2303.5, 2098.0, 52.5], FJ9KaMkiBb, 6534572]
[sub-section-title, [202.0, 2475.0, 444.0, 73.5], epzFb5xSoE, 6534572]
[paragraph, [208.0, 2581.0, 615.0, 52.5], WS-kshUr_4, 6534572]
[sub-section-title, [198.0, 2727.0, 506.0, 73.5], -HzKK-6fGM, 6534572]
[unordered-list, [282.0, 2926.0, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 2978.5, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3031.0, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3083.5, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3136.0, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3188.5, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3241.0, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3293.5, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
[unordered-list, [282.0, 3346.0, 1980.0, 52.5], 6GkMV2GMmQ, 6534572]
