[1650, 1275]
[section-title, [301.0, 133.0, 647.0, 49.5], shoonya_3sPK6V63JIGWAK, 5710093]
[paragraph, [132.0, 250.0, 1000.0, 36.0], TNntOx2Q5i, 5710093]
[paragraph, [132.0, 286.0, 1000.0, 36.0], TNntOx2Q5i, 5710093]
[paragraph, [132.0, 322.0, 1000.0, 36.0], TNntOx2Q5i, 5710093]
[paragraph, [132.0, 358.0, 1000.0, 36.0], TNntOx2Q5i, 5710093]
[paragraph, [132.0, 394.0, 1000.0, 36.0], TNntOx2Q5i, 5710093]
[paragraph, [127.0, 445.0, 1002.0, 36.0], wXKENjxwYq, 5710093]
[paragraph, [127.0, 481.0, 1002.0, 36.0], wXKENjxwYq, 5710093]
[paragraph, [127.0, 517.0, 1002.0, 36.0], wXKENjxwYq, 5710093]
[paragraph, [127.0, 553.0, 1002.0, 36.0], wXKENjxwYq, 5710093]
[paragraph, [129.0, 605.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 641.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 677.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 713.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 749.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 785.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 821.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 857.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 893.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 929.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [129.0, 965.0, 992.0, 36.0], shoonya_2sLXLRBE8V8DU4, 5710093]
[paragraph, [132.0, 1024.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1060.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1096.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1132.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1168.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1204.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1240.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1276.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1312.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1348.0, 986.0, 36.0], shoonya_1s51RFQVPQXD0P, 5710093]
[paragraph, [132.0, 1404.0, 986.0, 36.0], 8lNozArPwQ, 5710093]
[paragraph, [132.0, 1440.0, 986.0, 36.0], 8lNozArPwQ, 5710093]
[paragraph, [132.0, 1476.0, 986.0, 36.0], 8lNozArPwQ, 5710093]
[paragraph, [132.0, 1512.0, 986.0, 36.0], 8lNozArPwQ, 5710093]
