[872, 605]
[headline, [132.0, 103.0, 336.0, 25.5], bGx4R9Kv1R, 6456773]
[headline, [132.0, 128.5, 336.0, 25.5], bGx4R9Kv1R, 6456773]
[headline, [132.0, 154.0, 336.0, 25.5], bGx4R9Kv1R, 6456773]
[sub-headline, [131.0, 198.0, 336.0, 25.5], k-ImupZ0c-, 6456773]
[sub-headline, [131.0, 223.5, 336.0, 25.5], k-ImupZ0c-, 6456773]
[sub-headline, [131.0, 249.0, 336.0, 25.5], k-ImupZ0c-, 6456773]
[section-title, [78.0, 287.0, 190.0, 30.0], Zc_gvpcwdr, 6456773]
[section-title, [78.0, 317.0, 190.0, 30.0], Zc_gvpcwdr, 6456773]
[paragraph, [300.0, 291.0, 262.0, 18.0], NZpUzWqZ2k, 6456773]
[paragraph, [300.0, 309.0, 262.0, 18.0], NZpUzWqZ2k, 6456773]
[paragraph, [301.0, 330.0, 261.0, 18.0], VDtDLJXavm, 6456773]
[paragraph, [301.0, 348.0, 261.0, 18.0], VDtDLJXavm, 6456773]
[paragraph, [327.0, 368.0, 236.0, 18.0], XS80ws3FR6, 6456773]
[paragraph, [327.0, 386.0, 236.0, 18.0], XS80ws3FR6, 6456773]
[paragraph, [37.0, 373.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 391.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 409.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 427.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 445.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 463.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 481.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 499.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 517.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 535.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 553.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 571.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 589.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 607.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 625.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [37.0, 643.0, 264.0, 18.0], tXtmxbHTeJ, 6456773]
[paragraph, [303.0, 408.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 426.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 444.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 462.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 480.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 498.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 516.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 534.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 552.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 570.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 588.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 606.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 624.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 642.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 660.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [303.0, 678.0, 265.0, 18.0], 13LHsxLiR0, 6456773]
[paragraph, [40.0, 672.0, 212.0, 18.0], buo1LPGkj9, 6456773]
[paragraph, [38.0, 691.0, 180.0, 18.0], 0pqRKjHaYW, 6456773]
[reference, [304.0, 705.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [304.0, 723.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [304.0, 741.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [304.0, 759.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [304.0, 777.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [304.0, 795.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [304.0, 813.0, 262.0, 18.0], eHnEJi1D6j, 6456773]
[reference, [191.0, 706.0, 96.0, 18.0], TUXhh7vaha, 6456773]
[paragraph, [49.0, 732.0, 254.0, 18.0], peFzaZbkzj, 6456773]
[reference, [38.0, 755.0, 263.0, 18.0], 7kO6dTuyHM, 6456773]
[reference, [38.0, 773.0, 263.0, 18.0], 7kO6dTuyHM, 6456773]
[reference, [38.0, 791.0, 263.0, 18.0], 7kO6dTuyHM, 6456773]
[reference, [38.0, 809.0, 263.0, 18.0], 7kO6dTuyHM, 6456773]
