[1600, 2134]
[section-title, [157.0, 162.0, 1800.0, 49.5], shoonya_0sEXZ10HNTJV3Y, 5719714]
[section-title, [157.0, 211.5, 1800.0, 49.5], shoonya_0sEXZ10HNTJV3Y, 5719714]
[paragraph, [151.0, 277.0, 1833.0, 36.0], shoonya_2s03L4SUBI6598, 5719714]
[paragraph, [151.0, 313.0, 1833.0, 36.0], shoonya_2s03L4SUBI6598, 5719714]
[paragraph, [151.0, 349.0, 1833.0, 36.0], shoonya_2s03L4SUBI6598, 5719714]
[paragraph, [151.0, 385.0, 1833.0, 36.0], shoonya_2s03L4SUBI6598, 5719714]
[paragraph, [151.0, 421.0, 1833.0, 36.0], shoonya_2s03L4SUBI6598, 5719714]
[paragraph, [515.0, 724.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 760.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 796.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 832.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 868.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 904.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 940.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 976.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [515.0, 1012.0, 1020.0, 36.0], shoonya_4sZ0QWJB9WF4HW, 5719714]
[paragraph, [464.0, 1197.0, 1091.0, 36.0], VUlIg_Bx12, 5719714]
[paragraph, [464.0, 1233.0, 1091.0, 36.0], VUlIg_Bx12, 5719714]
[paragraph, [464.0, 1269.0, 1091.0, 36.0], VUlIg_Bx12, 5719714]
[paragraph, [464.0, 1305.0, 1091.0, 36.0], VUlIg_Bx12, 5719714]
