[1246, 861]
[chapter-title, [340.0, 37.0, 275.0, 30.0], shoonya_17sMRW5OPOYC5X, 5776296]
[paragraph, [159.0, 76.0, 639.0, 18.0], shoonya_0s1QI36V6WQUCE, 5776296]
[paragraph, [159.0, 94.0, 639.0, 18.0], shoonya_0s1QI36V6WQUCE, 5776296]
[paragraph, [159.0, 112.0, 639.0, 18.0], shoonya_0s1QI36V6WQUCE, 5776296]
[paragraph, [159.0, 130.0, 639.0, 18.0], shoonya_0s1QI36V6WQUCE, 5776296]
[paragraph, [159.0, 148.0, 639.0, 18.0], shoonya_0s1QI36V6WQUCE, 5776296]
[paragraph, [159.0, 166.0, 639.0, 18.0], shoonya_0s1QI36V6WQUCE, 5776296]
[paragraph, [173.0, 179.0, 577.0, 18.0], shoonya_20sKOUX5EHT1UY, 5776296]
[paragraph, [158.0, 205.0, 640.0, 18.0], shoonya_4sGY4GHVANDZF0, 5776296]
[paragraph, [158.0, 223.0, 640.0, 18.0], shoonya_4sGY4GHVANDZF0, 5776296]
[paragraph, [161.0, 256.0, 638.0, 18.0], shoonya_2sBIRJW23CTMF3, 5776296]
[paragraph, [161.0, 274.0, 638.0, 18.0], shoonya_2sBIRJW23CTMF3, 5776296]
[paragraph, [161.0, 292.0, 638.0, 18.0], shoonya_2sBIRJW23CTMF3, 5776296]
[paragraph, [161.0, 310.0, 638.0, 18.0], shoonya_2sBIRJW23CTMF3, 5776296]
[paragraph, [153.0, 327.0, 647.0, 18.0], C5Ll4R9pVZ, 5776296]
[paragraph, [153.0, 345.0, 647.0, 18.0], C5Ll4R9pVZ, 5776296]
[paragraph, [153.0, 363.0, 647.0, 18.0], C5Ll4R9pVZ, 5776296]
[paragraph, [162.0, 380.0, 633.0, 18.0], shoonya_7sXVLK3C5NEMCJ, 5776296]
[paragraph, [162.0, 398.0, 633.0, 18.0], shoonya_7sXVLK3C5NEMCJ, 5776296]
[paragraph, [164.0, 433.0, 631.0, 18.0], shoonya_9sQFKU06RZXXWY, 5776296]
[paragraph, [164.0, 451.0, 631.0, 18.0], shoonya_9sQFKU06RZXXWY, 5776296]
[paragraph, [144.0, 480.0, 659.0, 18.0], B89-cXZNjz, 5776296]
[paragraph, [144.0, 498.0, 659.0, 18.0], B89-cXZNjz, 5776296]
[paragraph, [144.0, 516.0, 659.0, 18.0], B89-cXZNjz, 5776296]
[paragraph, [163.0, 532.0, 636.0, 18.0], shoonya_3sQU805DTCKO7K, 5776296]
[paragraph, [163.0, 550.0, 636.0, 18.0], shoonya_3sQU805DTCKO7K, 5776296]
[paragraph, [163.0, 568.0, 636.0, 18.0], shoonya_3sQU805DTCKO7K, 5776296]
[paragraph, [163.0, 586.0, 636.0, 18.0], shoonya_3sQU805DTCKO7K, 5776296]
[paragraph, [186.0, 608.0, 142.0, 18.0], shoonya_16sCQ71RWKV6K3, 5776296]
[paragraph, [163.0, 633.0, 636.0, 18.0], shoonya_6sODILBXEHE1N1, 5776296]
[paragraph, [163.0, 651.0, 636.0, 18.0], shoonya_6sODILBXEHE1N1, 5776296]
[paragraph, [186.0, 682.0, 383.0, 18.0], shoonya_15sYMNF247LXHN, 5776296]
[paragraph, [186.0, 707.0, 90.0, 18.0], shoonya_12s6JUZTLABVVQ, 5776296]
[paragraph, [184.0, 733.0, 469.0, 18.0], shoonya_10s921PKUAQBW8, 5776296]
[paragraph, [167.0, 761.0, 632.0, 18.0], shoonya_13sG5KD60UGQ4F, 5776296]
[paragraph, [167.0, 779.0, 632.0, 18.0], shoonya_13sG5KD60UGQ4F, 5776296]
[paragraph, [176.0, 803.0, 622.0, 18.0], Yd_AXO8j6N, 5776296]
[paragraph, [189.0, 835.0, 138.0, 18.0], shoonya_14sKWKEKAE51E5, 5776296]
[paragraph, [187.0, 859.0, 416.0, 18.0], shoonya_8sU8JALJDACX1X, 5776296]
[paragraph, [187.0, 884.0, 199.0, 18.0], shoonya_5s1QIE4K4EWR4M, 5776296]
[paragraph, [183.0, 909.0, 508.0, 18.0], shoonya_21sWHO66NWOUK3, 5776296]
[paragraph, [163.0, 931.0, 641.0, 18.0], shoonya_11s7NGTRV5TES6, 5776296]
[paragraph, [163.0, 949.0, 641.0, 18.0], shoonya_11s7NGTRV5TES6, 5776296]
[paragraph, [165.0, 984.0, 634.0, 18.0], shoonya_1s3U5TQBO0MFVK, 5776296]
[paragraph, [165.0, 1002.0, 634.0, 18.0], shoonya_1s3U5TQBO0MFVK, 5776296]
[paragraph, [165.0, 1020.0, 634.0, 18.0], shoonya_1s3U5TQBO0MFVK, 5776296]
[paragraph, [165.0, 1038.0, 634.0, 18.0], shoonya_1s3U5TQBO0MFVK, 5776296]
[paragraph, [165.0, 1056.0, 634.0, 18.0], shoonya_1s3U5TQBO0MFVK, 5776296]
