[1034, 680]
[folio, [219.0, 51.0, 239.0, 18.0], LMwVAzzKHS, 5739742]
[folio, [219.0, 69.0, 239.0, 18.0], LMwVAzzKHS, 5739742]
[section-title, [62.0, 116.0, 559.0, 30.0], 7D8jK0xaIr, 5739742]
[section-title, [62.0, 146.0, 559.0, 30.0], 7D8jK0xaIr, 5739742]
[paragraph, [61.0, 194.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 212.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 230.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 248.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 266.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 284.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 302.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 320.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 338.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 356.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 374.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 392.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 410.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 428.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[paragraph, [61.0, 446.0, 563.0, 18.0], shoonya_0sIWCNNTUQBFTJ, 5739742]
[reference, [201.0, 483.0, 411.0, 18.0], qUebPxNGTT, 5739742]
[section-title, [52.0, 529.0, 390.0, 30.0], KYyDNzQHvq, 5739742]
[paragraph, [66.0, 580.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 598.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 616.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 634.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 652.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 670.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 688.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 706.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 724.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 742.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [66.0, 760.0, 555.0, 18.0], snV-40ANUc, 5739742]
[paragraph, [69.0, 794.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 812.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 830.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 848.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 866.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 884.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 902.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 920.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 938.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
[paragraph, [69.0, 956.0, 555.0, 18.0], CiwkXIFs8o, 5739742]
