[2339, 1653]
[paragraph, [389.0, 197.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 233.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 269.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 305.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 341.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 377.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 413.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 449.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 485.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 521.0, 1081.0, 36.0], shoonya_0sYGN62RGZSSWY, 5733834]
[paragraph, [389.0, 595.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 631.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 667.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 703.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 739.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 775.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 811.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 847.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 883.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [389.0, 919.0, 1078.0, 36.0], shoonya_1sGXCM9XKE3VPL, 5733834]
[paragraph, [391.0, 996.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1032.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1068.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1104.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1140.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1176.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1212.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1248.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [391.0, 1284.0, 1072.0, 36.0], shoonya_3sL4X7WO3P63LY, 5733834]
[paragraph, [389.0, 1334.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1370.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1406.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1442.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1478.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1514.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1550.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1586.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1622.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1658.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1694.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1730.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1766.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1802.0, 1076.0, 36.0], shoonya_2s68LZTCDEVO9D, 5733834]
[paragraph, [389.0, 1845.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[paragraph, [389.0, 1881.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[paragraph, [389.0, 1917.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[paragraph, [389.0, 1953.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[paragraph, [389.0, 1989.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[paragraph, [389.0, 2025.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[paragraph, [389.0, 2061.0, 1080.0, 36.0], shoonya_4s3PTKWAB2Z8QL, 5733834]
[folio, [1114.0, 2177.0, 268.0, 36.0], Agma4Pqpk9, 5733834]
