[2339, 1654]
[paragraph, [133.0, 151.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 187.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 223.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 259.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 295.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 331.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 367.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 403.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 439.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 475.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 511.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 547.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 583.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 619.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 655.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 691.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 727.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 763.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 799.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 835.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 871.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 907.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 943.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 979.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 1015.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 1051.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [133.0, 1087.0, 1377.0, 36.0], shoonya_0s6GUCXRF28U0U, 5752979]
[paragraph, [144.0, 1205.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1241.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1277.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1313.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1349.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1385.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1421.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1457.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1493.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1529.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1565.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1601.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1637.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1673.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [144.0, 1709.0, 1362.0, 36.0], 6ZDFGzhEDI, 5752979]
[paragraph, [148.0, 1797.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 1833.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 1869.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 1905.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 1941.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 1977.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 2013.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 2049.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
[paragraph, [148.0, 2085.0, 1358.0, 36.0], sFznsKVWQB, 5752979]
