[2339, 1656]
[paragraph, [188.0, 196.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 232.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 268.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 304.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 340.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 376.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 412.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 448.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 484.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 520.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [188.0, 556.0, 1278.0, 36.0], shoonya_0sX1ES7IARONB2, 5731453]
[paragraph, [180.0, 640.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 676.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 712.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 748.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 784.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 820.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 856.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 892.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 928.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 964.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1000.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1036.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1072.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1108.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1144.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1180.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1216.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1252.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1288.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1324.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1360.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1396.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1432.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1468.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1504.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1540.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1576.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1612.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1648.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1684.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1720.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1756.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1792.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [180.0, 1828.0, 1292.0, 36.0], shoonya_1sC0AERJNZXMFE, 5731453]
[paragraph, [186.0, 1895.0, 1280.0, 36.0], shoonya_2sF116PNW7XXGS, 5731453]
[paragraph, [186.0, 1931.0, 1280.0, 36.0], shoonya_2sF116PNW7XXGS, 5731453]
[paragraph, [186.0, 1967.0, 1280.0, 36.0], shoonya_2sF116PNW7XXGS, 5731453]
[paragraph, [186.0, 2003.0, 1280.0, 36.0], shoonya_2sF116PNW7XXGS, 5731453]
[paragraph, [186.0, 2039.0, 1280.0, 36.0], shoonya_2sF116PNW7XXGS, 5731453]
[paragraph, [186.0, 2075.0, 1280.0, 36.0], shoonya_2sF116PNW7XXGS, 5731453]
