[1240, 1755]
[second-level-question, [1028.0, 136.0, 594.0, 18.0], ZUsEwjDTuq, 5729299]
[second-level-question, [1028.0, 154.0, 594.0, 18.0], ZUsEwjDTuq, 5729299]
[second-level-question, [1028.0, 172.0, 594.0, 18.0], ZUsEwjDTuq, 5729299]
[second-level-question, [1028.0, 190.0, 594.0, 18.0], ZUsEwjDTuq, 5729299]
[second-level-question, [1028.0, 208.0, 594.0, 18.0], ZUsEwjDTuq, 5729299]
[sidebar, [658.0, 141.0, 118.0, 18.0], shoonya_4sMJII3H1KN1ZB, 5729299]
[sidebar, [658.0, 159.0, 118.0, 18.0], shoonya_4sMJII3H1KN1ZB, 5729299]
[second-level-question, [176.0, 183.0, 598.0, 18.0], shoonya_7sC85BZQRKFC84, 5729299]
[second-level-question, [176.0, 201.0, 598.0, 18.0], shoonya_7sC85BZQRKFC84, 5729299]
[second-level-question, [176.0, 219.0, 598.0, 18.0], shoonya_7sC85BZQRKFC84, 5729299]
[second-level-question, [176.0, 237.0, 598.0, 18.0], shoonya_7sC85BZQRKFC84, 5729299]
[second-level-question, [176.0, 255.0, 598.0, 18.0], shoonya_7sC85BZQRKFC84, 5729299]
[second-level-question, [1029.0, 245.0, 598.0, 18.0], shoonya_0sCT0UMLBN0CVH, 5729299]
[second-level-question, [1029.0, 263.0, 598.0, 18.0], shoonya_0sCT0UMLBN0CVH, 5729299]
[second-level-question, [1029.0, 281.0, 598.0, 18.0], shoonya_0sCT0UMLBN0CVH, 5729299]
[second-level-question, [1029.0, 299.0, 598.0, 18.0], shoonya_0sCT0UMLBN0CVH, 5729299]
[second-level-question, [175.0, 287.0, 230.0, 18.0], BaQwxJ0jol, 5729299]
[second-level-question, [175.0, 305.0, 230.0, 18.0], BaQwxJ0jol, 5729299]
[second-level-question, [177.0, 329.0, 157.0, 18.0], LMm0Xbm1IO, 5729299]
[second-level-question, [177.0, 347.0, 157.0, 18.0], LMm0Xbm1IO, 5729299]
[sidebar, [1502.0, 362.0, 111.0, 18.0], Nlld0cw842, 5729299]
[sidebar, [1502.0, 380.0, 111.0, 18.0], Nlld0cw842, 5729299]
[second-level-question, [175.0, 366.0, 217.0, 18.0], tz9N_aGxeF, 5729299]
[second-level-question, [175.0, 384.0, 217.0, 18.0], tz9N_aGxeF, 5729299]
[second-level-question, [171.0, 412.0, 603.0, 18.0], Z87OQwZVta, 5729299]
[second-level-question, [171.0, 430.0, 603.0, 18.0], Z87OQwZVta, 5729299]
[second-level-question, [171.0, 448.0, 603.0, 18.0], Z87OQwZVta, 5729299]
[second-level-question, [171.0, 466.0, 603.0, 18.0], Z87OQwZVta, 5729299]
[second-level-question, [1022.0, 416.0, 601.0, 18.0], WKm0ziX9mj, 5729299]
[second-level-question, [1022.0, 434.0, 601.0, 18.0], WKm0ziX9mj, 5729299]
[second-level-question, [1022.0, 452.0, 601.0, 18.0], WKm0ziX9mj, 5729299]
[second-level-question, [1022.0, 470.0, 601.0, 18.0], WKm0ziX9mj, 5729299]
[second-level-question, [1020.0, 496.0, 607.0, 18.0], X9J2gt58FD, 5729299]
[second-level-question, [1020.0, 514.0, 607.0, 18.0], X9J2gt58FD, 5729299]
[second-level-question, [1020.0, 532.0, 607.0, 18.0], X9J2gt58FD, 5729299]
[second-level-question, [1020.0, 550.0, 607.0, 18.0], X9J2gt58FD, 5729299]
[second-level-question, [1020.0, 568.0, 607.0, 18.0], X9J2gt58FD, 5729299]
[sidebar, [662.0, 537.0, 103.0, 18.0], H_tCV9A5nV, 5729299]
[sidebar, [662.0, 555.0, 103.0, 18.0], H_tCV9A5nV, 5729299]
[second-level-question, [177.0, 582.0, 605.0, 18.0], shoonya_3s7RI2UKC73V6N, 5729299]
[second-level-question, [177.0, 600.0, 605.0, 18.0], shoonya_3s7RI2UKC73V6N, 5729299]
[second-level-question, [177.0, 618.0, 605.0, 18.0], shoonya_3s7RI2UKC73V6N, 5729299]
[second-level-question, [177.0, 636.0, 605.0, 18.0], shoonya_3s7RI2UKC73V6N, 5729299]
