[648, 414]
[paragraph, [49.0, 94.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 112.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 130.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 148.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 166.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 184.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 202.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 220.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 238.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 256.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 274.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 292.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 310.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [49.0, 328.0, 314.0, 18.0], shoonya_0sFDMQTHZBY6DJ, 6515154]
[paragraph, [50.0, 363.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 381.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 399.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 417.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 435.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 453.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 471.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 489.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 507.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 525.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 543.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
[paragraph, [50.0, 561.0, 315.0, 18.0], W4vA2SLtnT, 6515154]
