[515, 727]
[paragraph, [425.0, 27.0, 205.0, 18.0], yvId-Fkkjl, 6532905]
[paragraph, [139.0, 30.0, 261.0, 18.0], 2UedsrFWPy, 6532905]
[paragraph, [139.0, 48.0, 261.0, 18.0], 2UedsrFWPy, 6532905]
[paragraph, [139.0, 66.0, 261.0, 18.0], 2UedsrFWPy, 6532905]
[paragraph, [139.0, 84.0, 261.0, 18.0], 2UedsrFWPy, 6532905]
[paragraph, [139.0, 102.0, 261.0, 18.0], 2UedsrFWPy, 6532905]
[paragraph, [139.0, 120.0, 261.0, 18.0], 2UedsrFWPy, 6532905]
[paragraph, [425.0, 51.0, 257.0, 18.0], gxc3CDR7pg, 6532905]
[paragraph, [425.0, 69.0, 257.0, 18.0], gxc3CDR7pg, 6532905]
[paragraph, [425.0, 87.0, 257.0, 18.0], gxc3CDR7pg, 6532905]
[paragraph, [423.0, 114.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 132.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 150.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 168.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 186.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 204.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 222.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 240.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 258.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 276.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 294.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [423.0, 312.0, 264.0, 18.0], shoonya_0sFXY3K00HQHMT, 6532905]
[paragraph, [144.0, 136.0, 261.0, 18.0], y6fYgxvkIG, 6532905]
[paragraph, [144.0, 154.0, 261.0, 18.0], y6fYgxvkIG, 6532905]
[paragraph, [144.0, 172.0, 261.0, 18.0], y6fYgxvkIG, 6532905]
[paragraph, [144.0, 190.0, 261.0, 18.0], y6fYgxvkIG, 6532905]
[paragraph, [144.0, 208.0, 261.0, 18.0], y6fYgxvkIG, 6532905]
[paragraph, [144.0, 226.0, 261.0, 18.0], y6fYgxvkIG, 6532905]
[paragraph, [141.0, 250.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [141.0, 268.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [141.0, 286.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [141.0, 304.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [141.0, 322.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [141.0, 340.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [141.0, 358.0, 264.0, 18.0], BaUJBAwaXU, 6532905]
[paragraph, [425.0, 337.0, 261.0, 18.0], T7kFC6DoZI, 6532905]
[paragraph, [425.0, 355.0, 261.0, 18.0], T7kFC6DoZI, 6532905]
[paragraph, [425.0, 373.0, 261.0, 18.0], T7kFC6DoZI, 6532905]
[paragraph, [425.0, 391.0, 261.0, 18.0], T7kFC6DoZI, 6532905]
[paragraph, [142.0, 373.0, 266.0, 18.0], _Kscb95VYr, 6532905]
[paragraph, [142.0, 391.0, 266.0, 18.0], _Kscb95VYr, 6532905]
[folio, [340.0, 416.0, 67.0, 18.0], 8saeuinrkQ, 6532905]
[folio, [427.0, 416.0, 68.0, 18.0], nQXtgl8S_z, 6532905]
