[2200, 1700]
[paragraph, [278.0, 69.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 105.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 141.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 177.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 213.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 249.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 285.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 321.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 357.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 393.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 429.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 465.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 501.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 537.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 573.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 609.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 645.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 681.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 717.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 753.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 789.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 825.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 861.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 897.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 933.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 969.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1005.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1041.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1077.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1113.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1149.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1185.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1221.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1257.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1293.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1329.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1365.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1401.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1437.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1473.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1509.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1545.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1581.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1617.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1653.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[paragraph, [278.0, 1689.0, 1120.0, 36.0], shoonya_0sB41JUU72PUAY, 5730995]
[section-title, [309.0, 1758.0, 636.0, 52.5], jNXY1Ab66_, 5730995]
[paragraph, [309.0, 1828.0, 1080.0, 36.0], 039EebN9Uw, 5730995]
[paragraph, [309.0, 1864.0, 1080.0, 36.0], 039EebN9Uw, 5730995]
[paragraph, [309.0, 1900.0, 1080.0, 36.0], 039EebN9Uw, 5730995]
[folio, [420.0, 2038.0, 373.0, 36.0], k7XfmQTtYf, 5730995]
