[2339, 1653]
[paragraph, [322.0, 163.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [322.0, 199.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [322.0, 235.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [322.0, 271.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [322.0, 307.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [322.0, 343.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [322.0, 379.0, 1137.0, 36.0], shoonya_0sUTZQMQ23PWZL, 5734118]
[paragraph, [329.0, 447.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 483.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 519.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 555.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 591.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 627.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 663.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 699.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 735.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 771.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 807.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 843.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 879.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 915.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 951.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 987.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1023.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1059.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1095.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1131.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1167.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1203.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1239.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1275.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1311.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1347.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1383.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1419.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1455.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1491.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1527.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1563.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1599.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1635.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1671.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1707.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1743.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1779.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1815.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1851.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [329.0, 1887.0, 1140.0, 36.0], shoonya_1s72NG0U7M61X0, 5734118]
[paragraph, [326.0, 1939.0, 1134.0, 36.0], shoonya_2sMS1T9KUSM975, 5734118]
[paragraph, [326.0, 1975.0, 1134.0, 36.0], shoonya_2sMS1T9KUSM975, 5734118]
[paragraph, [326.0, 2011.0, 1134.0, 36.0], shoonya_2sMS1T9KUSM975, 5734118]
[paragraph, [326.0, 2047.0, 1134.0, 36.0], shoonya_2sMS1T9KUSM975, 5734118]
[folio, [820.0, 2157.0, 570.0, 36.0], shoonya_4sOO3XBXXJP0SW, 5734118]
