[4767, 3325]
[paragraph, [416.0, 420.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 472.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 525.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 577.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 630.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 682.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 735.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 787.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 840.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 892.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 945.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 997.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 1050.0, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 1102.5, 2509.0, 52.5], shoonya_1sOPRRMWLFNDHJ, 5709660]
[paragraph, [416.0, 1211.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1263.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1316.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1368.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1421.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1473.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1526.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1578.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1631.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1683.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1736.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1788.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1841.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1893.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1946.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 1998.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2051.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2103.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2156.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2208.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2261.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2313.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2366.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2418.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2471.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2523.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2576.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2628.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2681.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2733.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2786.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2838.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2891.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2943.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 2996.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3048.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3101.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3153.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3206.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3258.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3311.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3363.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3416.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3468.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3521.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3573.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3626.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3678.5, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [416.0, 3731.0, 2464.0, 52.5], shoonya_0s87IN3BV0UUOM, 5709660]
[paragraph, [419.0, 3831.0, 2463.0, 52.5], mtvklJdcJg, 5709660]
[paragraph, [419.0, 3883.5, 2463.0, 52.5], mtvklJdcJg, 5709660]
[paragraph, [419.0, 3936.0, 2463.0, 52.5], mtvklJdcJg, 5709660]
[paragraph, [419.0, 3988.5, 2463.0, 52.5], mtvklJdcJg, 5709660]
[paragraph, [419.0, 4041.0, 2463.0, 52.5], mtvklJdcJg, 5709660]
[paragraph, [419.0, 4093.5, 2463.0, 52.5], mtvklJdcJg, 5709660]
