[766, 567]
[sidebar, [295.0, 32.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 50.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 68.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 86.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 104.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 122.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 140.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 158.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 176.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 194.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 212.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 230.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 248.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 266.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 284.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 302.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 320.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 338.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 356.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 374.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 392.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 410.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 428.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 446.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 464.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 482.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 500.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 518.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 536.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 554.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 572.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 590.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 608.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 626.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 644.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[sidebar, [295.0, 662.0, 261.0, 18.0], 0lxVfIVJ_Y, 5772210]
[headline, [32.0, 53.0, 234.0, 25.5], _eNA4u0o9S, 5772210]
[headline, [32.0, 78.5, 234.0, 25.5], _eNA4u0o9S, 5772210]
[headline, [32.0, 104.0, 234.0, 25.5], _eNA4u0o9S, 5772210]
[paragraph, [29.0, 144.0, 257.0, 18.0], R_Gehs7fRt, 5772210]
[paragraph, [29.0, 162.0, 257.0, 18.0], R_Gehs7fRt, 5772210]
[paragraph, [29.0, 180.0, 257.0, 18.0], R_Gehs7fRt, 5772210]
[paragraph, [29.0, 198.0, 257.0, 18.0], R_Gehs7fRt, 5772210]
[paragraph, [29.0, 216.0, 257.0, 18.0], R_Gehs7fRt, 5772210]
[paragraph, [29.0, 234.0, 257.0, 18.0], R_Gehs7fRt, 5772210]
[section-title, [311.0, 208.0, 207.0, 30.0], EYGfYZq_L5, 5772210]
[section-title, [311.0, 238.0, 207.0, 30.0], EYGfYZq_L5, 5772210]
[paragraph, [27.0, 265.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 283.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 301.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 319.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 337.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 355.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 373.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 391.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 409.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 427.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 445.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 463.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 481.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 499.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [27.0, 517.0, 256.0, 18.0], h8f50RVPZu, 5772210]
[paragraph, [308.0, 282.0, 212.0, 18.0], jpq7QNateZ, 5772210]
[paragraph, [308.0, 300.0, 212.0, 18.0], jpq7QNateZ, 5772210]
[paragraph, [308.0, 318.0, 212.0, 18.0], jpq7QNateZ, 5772210]
[paragraph, [308.0, 336.0, 212.0, 18.0], jpq7QNateZ, 5772210]
[paragraph, [308.0, 354.0, 212.0, 18.0], jpq7QNateZ, 5772210]
[paragraph, [307.0, 382.0, 212.0, 18.0], E3_Kdxs25y, 5772210]
[paragraph, [307.0, 400.0, 212.0, 18.0], E3_Kdxs25y, 5772210]
[paragraph, [307.0, 418.0, 212.0, 18.0], E3_Kdxs25y, 5772210]
[paragraph, [307.0, 436.0, 212.0, 18.0], E3_Kdxs25y, 5772210]
[paragraph, [307.0, 454.0, 212.0, 18.0], E3_Kdxs25y, 5772210]
[paragraph, [307.0, 478.0, 212.0, 18.0], J6TJuOnydb, 5772210]
[paragraph, [307.0, 496.0, 212.0, 18.0], J6TJuOnydb, 5772210]
[paragraph, [307.0, 514.0, 212.0, 18.0], J6TJuOnydb, 5772210]
[paragraph, [307.0, 535.0, 216.0, 18.0], nkyOOG0gYj, 5772210]
[paragraph, [307.0, 553.0, 216.0, 18.0], nkyOOG0gYj, 5772210]
[paragraph, [307.0, 571.0, 216.0, 18.0], nkyOOG0gYj, 5772210]
[paragraph, [307.0, 589.0, 216.0, 18.0], nkyOOG0gYj, 5772210]
[paragraph, [307.0, 607.0, 216.0, 18.0], nkyOOG0gYj, 5772210]
[paragraph, [29.0, 562.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[paragraph, [29.0, 580.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[paragraph, [29.0, 598.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[paragraph, [29.0, 616.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[paragraph, [29.0, 634.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[paragraph, [29.0, 652.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[paragraph, [29.0, 670.0, 252.0, 18.0], cSq6trLs5K, 5772210]
[author, [462.0, 646.0, 63.0, 18.0], QeIaySobZU, 5772210]
