[2339, 1654]
[paragraph, [185.0, 252.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 288.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 324.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 360.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 396.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 432.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 468.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 504.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [185.0, 540.0, 1282.0, 36.0], shoonya_1sVMVN3HZQP4NC, 5687250]
[paragraph, [186.0, 661.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 697.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 733.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 769.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 805.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 841.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 877.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 913.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 949.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 985.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1021.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1057.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1093.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1129.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1165.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1201.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1237.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1273.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1309.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1345.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1381.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1417.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1453.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1489.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1525.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1561.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1597.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1633.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1669.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1705.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1741.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1777.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1813.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
[paragraph, [186.0, 1849.0, 1275.0, 36.0], shoonya_0sQZKG7VEF8BPA, 5687250]
