[1755, 1240]
[section-title, [182.0, 187.0, 482.0, 49.5], shoonya_2sHUY10T00ERI9, 5703887]
[paragraph, [179.0, 284.0, 881.0, 36.0], shoonya_3sYE41SGQ2TSRW, 5703887]
[paragraph, [179.0, 320.0, 881.0, 36.0], shoonya_3sYE41SGQ2TSRW, 5703887]
[paragraph, [177.0, 428.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 464.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 500.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 536.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 572.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 608.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 644.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 680.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 716.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 752.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 788.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 824.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 860.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 896.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [177.0, 932.0, 884.0, 36.0], shoonya_1s6TUT2QVXR6SJ, 5703887]
[paragraph, [178.0, 1011.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1047.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1083.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1119.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1155.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1191.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1227.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1263.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1299.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1335.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1371.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1407.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1443.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1479.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
[paragraph, [178.0, 1515.0, 882.0, 36.0], shoonya_0sNQYEZ18LJSFN, 5703887]
