[1754, 1241]
[headline, [111.0, 145.0, 1017.0, 37.5], 0FEPD9vE_u, 6472964]
[headline, [111.0, 182.5, 1017.0, 37.5], 0FEPD9vE_u, 6472964]
[headline, [111.0, 220.0, 1017.0, 37.5], 0FEPD9vE_u, 6472964]
[author, [926.0, 283.0, 229.0, 36.0], cHkyOjrCQs, 6472964]
[paragraph, [629.0, 353.0, 545.0, 36.0], WuWkvXQD6v, 6472964]
[paragraph, [629.0, 389.0, 545.0, 36.0], WuWkvXQD6v, 6472964]
[paragraph, [629.0, 425.0, 545.0, 36.0], WuWkvXQD6v, 6472964]
[paragraph, [629.0, 461.0, 545.0, 36.0], WuWkvXQD6v, 6472964]
[paragraph, [629.0, 497.0, 545.0, 36.0], WuWkvXQD6v, 6472964]
[paragraph, [629.0, 533.0, 545.0, 36.0], WuWkvXQD6v, 6472964]
[paragraph, [63.0, 355.0, 547.0, 36.0], shoonya_0sJA1DTTNGPB28, 6472964]
[paragraph, [63.0, 391.0, 547.0, 36.0], shoonya_0sJA1DTTNGPB28, 6472964]
[paragraph, [63.0, 427.0, 547.0, 36.0], shoonya_0sJA1DTTNGPB28, 6472964]
[paragraph, [63.0, 463.0, 547.0, 36.0], shoonya_0sJA1DTTNGPB28, 6472964]
[paragraph, [63.0, 499.0, 547.0, 36.0], shoonya_0sJA1DTTNGPB28, 6472964]
[paragraph, [61.0, 591.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 627.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 663.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 699.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 735.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 771.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 807.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 843.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 879.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 915.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 951.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 987.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [61.0, 1023.0, 551.0, 36.0], alEZ2pVrv-, 6472964]
[paragraph, [627.0, 629.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 665.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 701.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 737.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 773.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 809.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 845.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 881.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 917.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 953.0, 546.0, 36.0], RHlP7bohYr, 6472964]
[paragraph, [627.0, 1024.0, 550.0, 36.0], SsiwoO-QHA, 6472964]
[paragraph, [627.0, 1060.0, 550.0, 36.0], SsiwoO-QHA, 6472964]
[paragraph, [627.0, 1096.0, 550.0, 36.0], SsiwoO-QHA, 6472964]
[paragraph, [627.0, 1132.0, 550.0, 36.0], SsiwoO-QHA, 6472964]
[paragraph, [627.0, 1168.0, 550.0, 36.0], SsiwoO-QHA, 6472964]
[paragraph, [61.0, 1106.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1142.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1178.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1214.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1250.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1286.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1322.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1358.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1394.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1430.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1466.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1502.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [61.0, 1538.0, 551.0, 36.0], W3GJs3wta0, 6472964]
[paragraph, [625.0, 1259.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
[paragraph, [625.0, 1295.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
[paragraph, [625.0, 1331.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
[paragraph, [625.0, 1367.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
[paragraph, [625.0, 1403.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
[paragraph, [625.0, 1439.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
[paragraph, [625.0, 1475.0, 548.0, 36.0], MdUIBsAxGV, 6472964]
