[842, 596]
[chapter-title, [238.0, 84.0, 119.0, 30.0], 2Ail-u_qjw, 5780552]
[ordered-list, [52.0, 124.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 142.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 160.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 178.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 196.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 214.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 232.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 250.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 268.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 286.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 304.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 322.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 340.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 358.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 376.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 394.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 412.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 430.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 448.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 466.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 484.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 502.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 520.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 538.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 556.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 574.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 592.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 610.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 628.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[ordered-list, [52.0, 646.0, 511.0, 18.0], shoonya_0sPR2ACQVN1I3O, 5780552]
[website-link, [216.0, 548.0, 118.0, 18.0], wu_qVUH049, 5780552]
