[567, 454]
[chapter-title, [272.0, 128.0, 149.0, 30.0], smSNcp2k3Y, 6460578]
[paragraph, [234.0, 186.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 204.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 222.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 240.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 258.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 276.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 294.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [234.0, 312.0, 194.0, 18.0], EPEcZnIWN_, 6460578]
[paragraph, [33.0, 190.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 208.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 226.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 244.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 262.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 280.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 298.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [33.0, 316.0, 196.0, 18.0], e2u-MPYeiR, 6460578]
[paragraph, [36.0, 341.0, 192.0, 18.0], Z6lGAERx5K, 6460578]
[paragraph, [36.0, 359.0, 192.0, 18.0], Z6lGAERx5K, 6460578]
[paragraph, [36.0, 377.0, 192.0, 18.0], Z6lGAERx5K, 6460578]
[paragraph, [36.0, 395.0, 192.0, 18.0], Z6lGAERx5K, 6460578]
[paragraph, [229.0, 345.0, 194.0, 18.0], wgwD_I4R0E, 6460578]
[paragraph, [229.0, 363.0, 194.0, 18.0], wgwD_I4R0E, 6460578]
[paragraph, [229.0, 381.0, 194.0, 18.0], wgwD_I4R0E, 6460578]
[paragraph, [229.0, 399.0, 194.0, 18.0], wgwD_I4R0E, 6460578]
[paragraph, [37.0, 415.0, 192.0, 18.0], qA090FDM-d, 6460578]
[paragraph, [37.0, 433.0, 192.0, 18.0], qA090FDM-d, 6460578]
[paragraph, [37.0, 451.0, 192.0, 18.0], qA090FDM-d, 6460578]
[paragraph, [37.0, 469.0, 192.0, 18.0], qA090FDM-d, 6460578]
[paragraph, [37.0, 487.0, 192.0, 18.0], qA090FDM-d, 6460578]
[paragraph, [229.0, 419.0, 198.0, 18.0], M_oAYmAyGf, 6460578]
[paragraph, [229.0, 437.0, 198.0, 18.0], M_oAYmAyGf, 6460578]
[paragraph, [229.0, 455.0, 198.0, 18.0], M_oAYmAyGf, 6460578]
[paragraph, [229.0, 473.0, 198.0, 18.0], M_oAYmAyGf, 6460578]
[paragraph, [229.0, 491.0, 198.0, 18.0], M_oAYmAyGf, 6460578]
[footnote, [195.0, 521.0, 72.0, 18.0], ZsE7q2jlqv, 6460578]
