[1461, 1106]
[paragraph, [117.0, 117.0, 852.0, 18.0], shoonya_6sE6INOFF46NUE, 5758736]
[paragraph, [117.0, 135.0, 852.0, 18.0], shoonya_6sE6INOFF46NUE, 5758736]
[paragraph, [117.0, 153.0, 852.0, 18.0], shoonya_6sE6INOFF46NUE, 5758736]
[paragraph, [117.0, 171.0, 852.0, 18.0], shoonya_6sE6INOFF46NUE, 5758736]
[unordered-list, [121.0, 223.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 241.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 259.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 277.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 295.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 313.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 331.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 349.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 367.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 385.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 403.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 421.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 439.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 457.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 475.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 493.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 511.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 529.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 547.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 565.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[unordered-list, [121.0, 583.0, 540.0, 18.0], shoonya_0sRQMZYAR808AI, 5758736]
[figure-caption, [697.0, 570.0, 241.0, 18.0], shoonya_5sQMCHP43MG4S7, 5758736]
[paragraph, [118.0, 641.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 659.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 677.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 695.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 713.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 731.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 749.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 767.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 785.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[paragraph, [118.0, 803.0, 846.0, 18.0], shoonya_3s4M8DGKFKMKF1, 5758736]
[section-title, [128.0, 856.0, 694.0, 30.0], gIo_gi21YF, 5758736]
[paragraph, [119.0, 900.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 918.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 936.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 954.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 972.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 990.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 1008.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 1026.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 1044.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 1062.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 1080.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[paragraph, [119.0, 1098.0, 845.0, 18.0], shoonya_4sSLIZVIWZO59L, 5758736]
[folio, [758.0, 1342.0, 143.0, 18.0], -DJud2BV6y, 5758736]
