[2175, 1462]
[folio, [135.0, 151.0, 169.0, 36.0], BSSbmcktNr, 5655004]
[paragraph, [182.0, 237.0, 793.0, 36.0], OdTvTE1pEP, 5655004]
[paragraph, [182.0, 273.0, 793.0, 36.0], OdTvTE1pEP, 5655004]
[paragraph, [182.0, 309.0, 793.0, 36.0], OdTvTE1pEP, 5655004]
[paragraph, [182.0, 345.0, 793.0, 36.0], OdTvTE1pEP, 5655004]
[paragraph, [182.0, 381.0, 793.0, 36.0], OdTvTE1pEP, 5655004]
[paragraph, [182.0, 417.0, 793.0, 36.0], OdTvTE1pEP, 5655004]
[paragraph, [135.0, 499.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 535.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 571.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 607.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 643.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 679.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 715.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 751.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 787.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 823.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 859.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 895.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 931.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 967.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [135.0, 1003.0, 1170.0, 36.0], shoonya_1sEU8TFL3Y3IPJ, 5655004]
[paragraph, [144.0, 1083.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1119.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1155.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1191.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1227.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1263.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1299.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1335.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1371.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1407.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1443.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1479.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1515.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1551.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1587.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1623.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1659.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1695.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1731.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1767.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1803.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1839.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[paragraph, [144.0, 1875.0, 1168.0, 36.0], shoonya_0s8KBNY0HQF2XQ, 5655004]
[reference, [147.0, 1989.0, 679.0, 36.0], shoonya_2s0VV3MHNBOOA0, 5655004]
