[2200, 1700]
[chapter-title, [550.0, 348.0, 144.0, 70.5], _xp3kT6VUl, 5750232]
[paragraph, [131.0, 493.0, 446.0, 36.0], rERSJAZN5N, 5750232]
[paragraph, [131.0, 529.0, 446.0, 36.0], rERSJAZN5N, 5750232]
[paragraph, [131.0, 565.0, 446.0, 36.0], rERSJAZN5N, 5750232]
[paragraph, [131.0, 601.0, 446.0, 36.0], rERSJAZN5N, 5750232]
[paragraph, [131.0, 701.0, 427.0, 36.0], WY6CHSlWS9, 5750232]
[paragraph, [131.0, 737.0, 427.0, 36.0], WY6CHSlWS9, 5750232]
[paragraph, [131.0, 773.0, 427.0, 36.0], WY6CHSlWS9, 5750232]
[paragraph, [131.0, 809.0, 427.0, 36.0], WY6CHSlWS9, 5750232]
[paragraph, [123.0, 922.0, 507.0, 36.0], eqk89QOyib, 5750232]
[paragraph, [123.0, 958.0, 507.0, 36.0], eqk89QOyib, 5750232]
[paragraph, [123.0, 994.0, 507.0, 36.0], eqk89QOyib, 5750232]
[paragraph, [123.0, 1137.0, 563.0, 36.0], vuF35JAuIx, 5750232]
[paragraph, [123.0, 1173.0, 563.0, 36.0], vuF35JAuIx, 5750232]
[paragraph, [123.0, 1209.0, 563.0, 36.0], vuF35JAuIx, 5750232]
[paragraph, [123.0, 1245.0, 563.0, 36.0], vuF35JAuIx, 5750232]
[paragraph, [130.0, 1367.0, 804.0, 36.0], shoonya_7sJPLEU7TUNC3Q, 5750232]
[paragraph, [130.0, 1403.0, 804.0, 36.0], shoonya_7sJPLEU7TUNC3Q, 5750232]
[paragraph, [130.0, 1439.0, 804.0, 36.0], shoonya_7sJPLEU7TUNC3Q, 5750232]
[paragraph, [130.0, 1591.0, 605.0, 36.0], shoonya_4sWQ5BFPG5TTGW, 5750232]
[paragraph, [130.0, 1627.0, 605.0, 36.0], shoonya_4sWQ5BFPG5TTGW, 5750232]
[paragraph, [130.0, 1663.0, 605.0, 36.0], shoonya_4sWQ5BFPG5TTGW, 5750232]
[paragraph, [130.0, 1812.0, 762.0, 36.0], shoonya_10s5ZL2LNP5QHT, 5750232]
[paragraph, [130.0, 1848.0, 762.0, 36.0], shoonya_10s5ZL2LNP5QHT, 5750232]
[paragraph, [130.0, 1884.0, 762.0, 36.0], shoonya_10s5ZL2LNP5QHT, 5750232]
[paragraph, [130.0, 1920.0, 762.0, 36.0], shoonya_10s5ZL2LNP5QHT, 5750232]
