[2200, 1700]
[folio, [573.0, 33.0, 636.0, 36.0], shoonya_1sIGXSKLUWZPEX, 5752347]
[folio, [573.0, 69.0, 636.0, 36.0], shoonya_1sIGXSKLUWZPEX, 5752347]
[folio, [573.0, 105.0, 636.0, 36.0], shoonya_1sIGXSKLUWZPEX, 5752347]
[headline, [614.0, 249.0, 465.0, 67.5], VC8BiXEVug, 5752347]
[headline, [614.0, 316.5, 465.0, 67.5], VC8BiXEVug, 5752347]
[author, [668.0, 440.0, 359.0, 36.0], HX9YAsuVdw, 5752347]
[author, [668.0, 476.0, 359.0, 36.0], HX9YAsuVdw, 5752347]
[paragraph, [80.0, 514.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 550.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 586.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 622.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 658.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 694.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 730.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 766.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 802.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 838.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 874.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 910.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 946.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 982.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 1018.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 1054.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 1090.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [80.0, 1126.0, 553.0, 36.0], kys4ywT4Mc, 5752347]
[paragraph, [880.0, 527.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 563.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 599.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 635.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 671.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 707.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 743.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 779.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 815.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 851.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 887.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 923.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 959.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 995.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 1031.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 1067.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 1103.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
[paragraph, [880.0, 1139.0, 642.0, 36.0], JzS4JJo68Y, 5752347]
