[2339, 1653]
[paragraph, [245.0, 244.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 280.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 316.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 352.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 388.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 424.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 460.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 496.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 532.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 568.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 604.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 640.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 676.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 712.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 748.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 784.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 820.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [245.0, 856.0, 1157.0, 36.0], shoonya_1sIN0OU4HON9IO, 5687313]
[paragraph, [248.0, 940.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 976.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1012.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1048.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1084.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1120.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1156.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1192.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1228.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1264.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1300.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1336.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1372.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1408.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1444.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1480.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1516.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1552.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1588.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1624.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1660.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [248.0, 1696.0, 1154.0, 36.0], shoonya_0sUN959R6JG2H0, 5687313]
[paragraph, [244.0, 1773.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
[paragraph, [244.0, 1809.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
[paragraph, [244.0, 1845.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
[paragraph, [244.0, 1881.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
[paragraph, [244.0, 1917.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
[paragraph, [244.0, 1953.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
[paragraph, [244.0, 1989.0, 1159.0, 36.0], shoonya_2sXSBH7UFYFMHS, 5687313]
