[2339, 1653]
[paragraph, [322.0, 164.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [322.0, 200.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [322.0, 236.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [322.0, 272.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [322.0, 308.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [322.0, 344.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [322.0, 380.0, 1138.0, 36.0], shoonya_1sHUYV6717R5IU, 5734523]
[paragraph, [325.0, 444.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 480.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 516.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 552.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 588.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 624.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 660.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 696.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 732.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 768.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 804.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 840.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 876.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 912.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 948.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 984.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1020.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1056.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1092.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1128.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1164.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1200.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1236.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1272.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1308.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1344.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1380.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1416.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1452.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [325.0, 1488.0, 1152.0, 36.0], shoonya_2s3FBN019OSEQR, 5734523]
[paragraph, [326.0, 1552.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1588.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1624.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1660.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1696.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1732.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1768.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1804.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1840.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1876.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1912.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1948.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 1984.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 2020.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[paragraph, [326.0, 2056.0, 1135.0, 36.0], shoonya_0sELUW8AHXI79J, 5734523]
[folio, [1269.0, 2158.0, 142.0, 36.0], V1W0sSuwrH, 5734523]
