[792, 576]
[section-title, [215.0, 55.0, 148.0, 30.0], DyTrn0VCIT, 5658689]
[unordered-list, [76.0, 106.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 124.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 142.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 160.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 178.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 196.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 214.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 232.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 250.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [76.0, 268.0, 452.0, 18.0], shoonya_1sNV65SS2VJWDE, 5658689]
[unordered-list, [80.0, 321.0, 372.0, 18.0], shoonya_3sYKPA9CWV9A9V, 5658689]
[unordered-list, [80.0, 339.0, 372.0, 18.0], shoonya_3sYKPA9CWV9A9V, 5658689]
[unordered-list, [80.0, 357.0, 372.0, 18.0], shoonya_3sYKPA9CWV9A9V, 5658689]
[unordered-list, [73.0, 398.0, 454.0, 18.0], shoonya_4sMLOQ0ISB7FWM, 5658689]
[unordered-list, [73.0, 416.0, 454.0, 18.0], shoonya_4sMLOQ0ISB7FWM, 5658689]
[unordered-list, [73.0, 434.0, 454.0, 18.0], shoonya_4sMLOQ0ISB7FWM, 5658689]
[unordered-list, [73.0, 452.0, 454.0, 18.0], shoonya_4sMLOQ0ISB7FWM, 5658689]
[subsub-section-title, [64.0, 504.0, 201.0, 15.0], qqSvg4noZj, 5658689]
[unordered-list, [77.0, 521.0, 453.0, 18.0], shoonya_2sQQF61AOTV2IR, 5658689]
[unordered-list, [77.0, 539.0, 453.0, 18.0], shoonya_2sQQF61AOTV2IR, 5658689]
[unordered-list, [77.0, 557.0, 453.0, 18.0], shoonya_2sQQF61AOTV2IR, 5658689]
[unordered-list, [77.0, 575.0, 453.0, 18.0], shoonya_2sQQF61AOTV2IR, 5658689]
[unordered-list, [77.0, 593.0, 453.0, 18.0], shoonya_2sQQF61AOTV2IR, 5658689]
[subsub-section-title, [65.0, 625.0, 201.0, 15.0], vEMxeGcLVy, 5658689]
[unordered-list, [78.0, 644.0, 233.0, 18.0], shoonya_0s3LEMWW3FTG98, 5658689]
[unordered-list, [78.0, 662.0, 233.0, 18.0], shoonya_0s3LEMWW3FTG98, 5658689]
[unordered-list, [78.0, 680.0, 233.0, 18.0], shoonya_0s3LEMWW3FTG98, 5658689]
