[1298, 853]
[section-title, [215.0, 208.0, 429.0, 30.0], shoonya_0sWUKNNM8VNOO5, 5709928]
[paragraph, [51.0, 271.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 289.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 307.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 325.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 343.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 361.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 379.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 397.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 415.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 433.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 451.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 469.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 487.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 505.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 523.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 541.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 559.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 577.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 595.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 613.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 631.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 649.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 667.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 685.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 703.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 721.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 739.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 757.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 775.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 793.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [51.0, 811.0, 741.0, 18.0], shoonya_1sBGBQS3A9OSET, 5709928]
[paragraph, [56.0, 831.0, 742.0, 18.0], gIZ-dVh-1O, 5709928]
[paragraph, [56.0, 849.0, 742.0, 18.0], gIZ-dVh-1O, 5709928]
[paragraph, [56.0, 867.0, 742.0, 18.0], gIZ-dVh-1O, 5709928]
[paragraph, [56.0, 885.0, 742.0, 18.0], gIZ-dVh-1O, 5709928]
[paragraph, [56.0, 903.0, 742.0, 18.0], gIZ-dVh-1O, 5709928]
[paragraph, [56.0, 921.0, 742.0, 18.0], gIZ-dVh-1O, 5709928]
[paragraph, [57.0, 949.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 967.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 985.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1003.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1021.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1039.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1057.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1075.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1093.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1111.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1129.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1147.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1165.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1183.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
[paragraph, [57.0, 1201.0, 739.0, 18.0], mrMByFy0Ut, 5709928]
