[1818, 1374]
[folio, [486.0, 108.0, 403.0, 36.0], shoonya_1sQK0IKH8LMWAU, 5683217]
[paragraph, [111.0, 180.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 216.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 252.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 288.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 324.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 360.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 396.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 432.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 468.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 504.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 540.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 576.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 612.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 648.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 684.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 720.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [111.0, 756.0, 568.0, 36.0], shoonya_3sJ0FYC5SHZ274, 5683217]
[paragraph, [697.0, 180.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 216.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 252.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 288.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 324.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 360.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 396.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 432.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 468.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 504.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 540.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 576.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 612.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 648.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 684.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 720.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 756.0, 573.0, 36.0], vNo25t5WbX, 5683217]
[paragraph, [697.0, 822.0, 575.0, 36.0], 8gHNswlcU5, 5683217]
[paragraph, [697.0, 858.0, 575.0, 36.0], 8gHNswlcU5, 5683217]
[paragraph, [148.0, 861.0, 370.0, 36.0], shoonya_5sTP3GJTDAMDCL, 5683217]
[paragraph, [695.0, 906.0, 580.0, 36.0], roeykSfkzH, 5683217]
[paragraph, [695.0, 942.0, 580.0, 36.0], roeykSfkzH, 5683217]
[paragraph, [109.0, 988.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1024.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1060.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1096.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1132.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1168.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1204.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1240.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1276.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1312.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1348.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1384.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1420.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1456.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1492.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1528.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1564.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1600.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1636.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [109.0, 1672.0, 567.0, 36.0], yFObyBdXPb, 5683217]
[paragraph, [738.0, 990.0, 363.0, 36.0], ApyX8fjQZ9, 5683217]
[paragraph, [691.0, 1033.0, 577.0, 36.0], gmsJ4LpXNM, 5683217]
[paragraph, [691.0, 1069.0, 577.0, 36.0], gmsJ4LpXNM, 5683217]
[paragraph, [691.0, 1105.0, 577.0, 36.0], gmsJ4LpXNM, 5683217]
[paragraph, [691.0, 1141.0, 577.0, 36.0], gmsJ4LpXNM, 5683217]
[paragraph, [691.0, 1177.0, 577.0, 36.0], gmsJ4LpXNM, 5683217]
[paragraph, [690.0, 1246.0, 574.0, 36.0], UdPtsJovZg, 5683217]
[paragraph, [690.0, 1282.0, 574.0, 36.0], UdPtsJovZg, 5683217]
