[842, 596]
[paragraph, [142.0, 57.0, 383.0, 18.0], OMIRWjVjiG, 5658059]
[paragraph, [142.0, 75.0, 383.0, 18.0], OMIRWjVjiG, 5658059]
[ordered-list, [118.0, 112.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 130.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 148.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 166.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 184.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 202.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 220.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 238.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 256.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [118.0, 274.0, 406.0, 18.0], shoonya_0sESIDLHELDK3W, 5658059]
[ordered-list, [74.0, 318.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 336.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 354.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 372.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 390.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 408.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 426.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 444.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 462.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 480.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 498.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 516.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 534.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 552.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 570.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 588.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 606.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 624.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 642.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 660.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 678.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 696.0, 462.0, 18.0], -n91aptSkt, 5658059]
[ordered-list, [74.0, 714.0, 462.0, 18.0], -n91aptSkt, 5658059]
[sub-ordered-list, [119.0, 334.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 352.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 370.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 388.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 406.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 424.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 442.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 460.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 478.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 496.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 514.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 532.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 550.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 568.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 586.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 604.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 622.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 640.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 658.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 676.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 694.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[sub-ordered-list, [119.0, 712.0, 412.0, 18.0], GBrRjAvVpF, 5658059]
[footnote, [82.0, 778.0, 466.0, 18.0], UiPgIJglas, 5658059]
