[2000, 1400]
[section-title, [367.0, 164.0, 361.0, 52.5], shoonya_7sZ532FYDP5PTB, 5757994]
[paragraph, [491.0, 354.0, 743.0, 36.0], shoonya_5sI5RQLTV1O74U, 5757994]
[paragraph, [491.0, 390.0, 743.0, 36.0], shoonya_5sI5RQLTV1O74U, 5757994]
[paragraph, [491.0, 426.0, 743.0, 36.0], shoonya_5sI5RQLTV1O74U, 5757994]
[paragraph, [491.0, 462.0, 743.0, 36.0], shoonya_5sI5RQLTV1O74U, 5757994]
[sidebar, [168.0, 362.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 398.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 434.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 470.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 506.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 542.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 578.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 614.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 650.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 686.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 722.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 758.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 794.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 830.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 866.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 902.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 938.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 974.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1010.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1046.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1082.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1118.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1154.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1190.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1226.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1262.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1298.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[sidebar, [168.0, 1334.0, 278.0, 36.0], 9mtg8xqcL6, 5757994]
[paragraph, [492.0, 620.0, 767.0, 36.0], 7WZGJrN6BV, 5757994]
[paragraph, [492.0, 656.0, 767.0, 36.0], 7WZGJrN6BV, 5757994]
[paragraph, [492.0, 692.0, 767.0, 36.0], 7WZGJrN6BV, 5757994]
[paragraph, [492.0, 728.0, 767.0, 36.0], 7WZGJrN6BV, 5757994]
[paragraph, [492.0, 764.0, 767.0, 36.0], 7WZGJrN6BV, 5757994]
[paragraph, [481.0, 874.0, 753.0, 36.0], LVvV1tQyKG, 5757994]
[paragraph, [481.0, 910.0, 753.0, 36.0], LVvV1tQyKG, 5757994]
[unordered-list, [497.0, 960.0, 468.0, 36.0], shoonya_0sR66R5U4VWW8W, 5757994]
[unordered-list, [497.0, 996.0, 468.0, 36.0], shoonya_0sR66R5U4VWW8W, 5757994]
[unordered-list, [497.0, 1032.0, 468.0, 36.0], shoonya_0sR66R5U4VWW8W, 5757994]
[unordered-list, [497.0, 1068.0, 468.0, 36.0], shoonya_0sR66R5U4VWW8W, 5757994]
[unordered-list, [497.0, 1104.0, 468.0, 36.0], shoonya_0sR66R5U4VWW8W, 5757994]
[section-title, [492.0, 1167.0, 276.0, 52.5], shoonya_14sYPM0XWHGPT8, 5757994]
[paragraph, [494.0, 1286.0, 749.0, 36.0], shoonya_2s6XE2D25IPKWU, 5757994]
[paragraph, [494.0, 1322.0, 749.0, 36.0], shoonya_2s6XE2D25IPKWU, 5757994]
[paragraph, [494.0, 1358.0, 749.0, 36.0], shoonya_2s6XE2D25IPKWU, 5757994]
[paragraph, [494.0, 1394.0, 749.0, 36.0], shoonya_2s6XE2D25IPKWU, 5757994]
[paragraph, [494.0, 1430.0, 749.0, 36.0], shoonya_2s6XE2D25IPKWU, 5757994]
[sidebar, [166.0, 1527.0, 273.0, 36.0], 6q-C409iZF, 5757994]
[sidebar, [166.0, 1563.0, 273.0, 36.0], 6q-C409iZF, 5757994]
[sidebar, [166.0, 1599.0, 273.0, 36.0], 6q-C409iZF, 5757994]
[sidebar, [166.0, 1635.0, 273.0, 36.0], 6q-C409iZF, 5757994]
[sidebar, [166.0, 1671.0, 273.0, 36.0], 6q-C409iZF, 5757994]
[paragraph, [495.0, 1562.0, 728.0, 36.0], shoonya_4sFLSCR0Y0UACY, 5757994]
[paragraph, [495.0, 1598.0, 728.0, 36.0], shoonya_4sFLSCR0Y0UACY, 5757994]
[paragraph, [495.0, 1634.0, 728.0, 36.0], shoonya_4sFLSCR0Y0UACY, 5757994]
