[2234, 1660]
[chapter-title, [309.0, 407.0, 1074.0, 70.5], shoonya_6sT03P46QFQ3PY, 5654087]
[author, [734.0, 550.0, 217.0, 36.0], shoonya_13sAIXSPG1OEIU, 5654087]
[paragraph, [65.0, 625.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 661.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 697.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 733.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 769.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 805.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 841.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 877.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 913.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 949.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 985.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 1021.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[paragraph, [65.0, 1057.0, 763.0, 36.0], shoonya_1s13E5TKFMXZOM, 5654087]
[figure-caption, [1087.0, 697.0, 504.0, 36.0], shoonya_7sL9OGH4Q2JPM8, 5654087]
[figure-caption, [1087.0, 733.0, 504.0, 36.0], shoonya_7sL9OGH4Q2JPM8, 5654087]
[figure-caption, [1087.0, 769.0, 504.0, 36.0], shoonya_7sL9OGH4Q2JPM8, 5654087]
[figure-caption, [1087.0, 805.0, 504.0, 36.0], shoonya_7sL9OGH4Q2JPM8, 5654087]
[figure-caption, [1087.0, 841.0, 504.0, 36.0], shoonya_7sL9OGH4Q2JPM8, 5654087]
[paragraph, [864.0, 958.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 994.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1030.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1066.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1102.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1138.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1174.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1210.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [864.0, 1246.0, 750.0, 36.0], shoonya_3sEOVNPARP5VW3, 5654087]
[paragraph, [99.0, 1130.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1166.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1202.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1238.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1274.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1310.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1346.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1382.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1418.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1454.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1490.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1526.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1562.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1598.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1634.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1670.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1706.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1742.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [99.0, 1778.0, 736.0, 36.0], shoonya_0sFYKAFZVMUZ88, 5654087]
[paragraph, [869.0, 1285.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1321.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1357.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1393.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1429.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1465.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1501.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1537.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1573.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1609.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [869.0, 1645.0, 745.0, 36.0], shoonya_4s4NGQO10A0K11, 5654087]
[paragraph, [876.0, 1697.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1733.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1769.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1805.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1841.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1877.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1913.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1949.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 1985.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 2021.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 2057.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [876.0, 2093.0, 742.0, 36.0], shoonya_5sSIC4Z2SM4P7C, 5654087]
[paragraph, [98.0, 1849.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[paragraph, [98.0, 1885.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[paragraph, [98.0, 1921.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[paragraph, [98.0, 1957.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[paragraph, [98.0, 1993.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[paragraph, [98.0, 2029.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[paragraph, [98.0, 2065.0, 744.0, 36.0], shoonya_2sGCN101AWG1NK, 5654087]
[folio, [490.0, 2140.0, 704.0, 36.0], shoonya_9sFEK1P07E788Q, 5654087]
[folio, [490.0, 2176.0, 704.0, 36.0], shoonya_9sFEK1P07E788Q, 5654087]
