[792, 612]
[paragraph, [117.0, 70.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 88.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 106.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 124.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 142.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 160.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 178.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 196.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 214.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 232.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 250.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 268.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 286.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 304.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 322.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 340.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 358.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 376.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 394.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 412.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 430.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 448.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 466.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 484.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 502.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 520.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 538.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 556.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 574.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 592.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [117.0, 610.0, 409.0, 18.0], shoonya_1sMW6ULNFQHP6P, 5743719]
[paragraph, [116.0, 647.0, 406.0, 18.0], shoonya_2sUI3MD7QHIWWV, 5743719]
[paragraph, [116.0, 665.0, 406.0, 18.0], shoonya_2sUI3MD7QHIWWV, 5743719]
