[3509, 2480]
[paragraph, [351.0, 392.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 444.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 497.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 549.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 602.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 654.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 707.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 759.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 812.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 864.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 917.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 969.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1022.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1074.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1127.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1179.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1232.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1284.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1337.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1389.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1442.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1494.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1547.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1599.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1652.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1704.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1757.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1809.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1862.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1914.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 1967.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2019.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2072.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2124.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2177.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2229.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2282.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2334.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2387.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2439.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2492.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2544.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2597.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2649.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2702.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2754.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2807.0, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[paragraph, [351.0, 2859.5, 1785.0, 52.5], shoonya_0sQDWAYJ3YWB43, 5724511]
[footnote, [360.0, 3050.0, 864.0, 52.5], shoonya_2s03FFQUTBO5ZT, 5724511]
