[1518, 1075]
[paragraph, [87.0, 170.0, 434.0, 36.0], shoonya_5sLHAKZ9NI9YZI, 5722506]
[paragraph, [87.0, 206.0, 434.0, 36.0], shoonya_5sLHAKZ9NI9YZI, 5722506]
[paragraph, [87.0, 242.0, 434.0, 36.0], shoonya_5sLHAKZ9NI9YZI, 5722506]
[paragraph, [87.0, 278.0, 434.0, 36.0], shoonya_5sLHAKZ9NI9YZI, 5722506]
[paragraph, [87.0, 314.0, 434.0, 36.0], shoonya_5sLHAKZ9NI9YZI, 5722506]
[paragraph, [532.0, 170.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 206.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 242.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 278.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 314.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 350.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 386.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 422.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [532.0, 458.0, 434.0, 36.0], PrrXnUPGh1, 5722506]
[paragraph, [86.0, 365.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 401.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 437.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 473.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 509.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 545.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 581.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 617.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 653.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 689.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 725.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 761.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 797.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 833.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 869.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [86.0, 905.0, 435.0, 36.0], shoonya_2sWSC5MKUNJL92, 5722506]
[paragraph, [530.0, 499.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 535.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 571.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 607.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 643.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 679.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 715.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 751.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 787.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [530.0, 823.0, 439.0, 36.0], shoonya_0sAROCMYELFZK9, 5722506]
[paragraph, [532.0, 908.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 944.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 980.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1016.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1052.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1088.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1124.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1160.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1196.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1232.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [532.0, 1268.0, 435.0, 36.0], shoonya_1s4V5B94NQLMES, 5722506]
[paragraph, [87.0, 989.0, 434.0, 36.0], 5BAhgt_I_a, 5722506]
[paragraph, [87.0, 1025.0, 434.0, 36.0], 5BAhgt_I_a, 5722506]
[paragraph, [87.0, 1061.0, 434.0, 36.0], 5BAhgt_I_a, 5722506]
