[1248, 915]
[chapter-title, [312.0, 46.0, 160.0, 30.0], shoonya_4s2MRHJRLL4CW3, 5776765]
[paragraph, [88.0, 81.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 99.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 117.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 135.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 153.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 171.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 189.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 207.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 225.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 243.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 261.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 279.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 297.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 315.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 333.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 351.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 369.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 387.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 405.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 423.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 441.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 459.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 477.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 495.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 513.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 531.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 549.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [88.0, 567.0, 617.0, 18.0], shoonya_0s3CSCSQ7SCR39, 5776765]
[paragraph, [91.0, 585.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 603.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 621.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 639.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 657.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 675.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 693.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 711.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 729.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 747.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 765.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 783.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [91.0, 801.0, 616.0, 18.0], shoonya_1sP22XXSPNMAZQ, 5776765]
[paragraph, [93.0, 834.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 852.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 870.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 888.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 906.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 924.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 942.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 960.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [93.0, 978.0, 618.0, 18.0], shoonya_2sE7AX0ZNDU1K5, 5776765]
[paragraph, [95.0, 1006.0, 620.0, 18.0], shoonya_3sPUBTRYGI6ZSY, 5776765]
