[1725, 1313]
[folio, [70.0, 139.0, 274.0, 36.0], uQxBEBxLsy, 5772231]
[figure-caption, [156.0, 367.0, 641.0, 36.0], 7ZNzzP9_PL, 5772231]
[figure-caption, [156.0, 403.0, 641.0, 36.0], 7ZNzzP9_PL, 5772231]
[figure-caption, [156.0, 439.0, 641.0, 36.0], 7ZNzzP9_PL, 5772231]
[figure-caption, [156.0, 475.0, 641.0, 36.0], 7ZNzzP9_PL, 5772231]
[headline, [196.0, 577.0, 917.0, 37.5], shoonya_2sO30K0QXXJYF6, 5772231]
[headline, [196.0, 614.5, 917.0, 37.5], shoonya_2sO30K0QXXJYF6, 5772231]
[paragraph, [105.0, 690.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 726.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 762.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 798.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 834.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 870.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 906.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [105.0, 942.0, 550.0, 36.0], shoonya_0sT9SEK046W2P6, 5772231]
[paragraph, [656.0, 691.0, 544.0, 36.0], shoonya_6sWC9ZVT8A1VSN, 5772231]
[paragraph, [656.0, 727.0, 544.0, 36.0], shoonya_6sWC9ZVT8A1VSN, 5772231]
[paragraph, [656.0, 763.0, 544.0, 36.0], shoonya_6sWC9ZVT8A1VSN, 5772231]
[paragraph, [656.0, 799.0, 544.0, 36.0], shoonya_6sWC9ZVT8A1VSN, 5772231]
[paragraph, [656.0, 835.0, 544.0, 36.0], shoonya_6sWC9ZVT8A1VSN, 5772231]
[paragraph, [656.0, 871.0, 544.0, 36.0], shoonya_6sWC9ZVT8A1VSN, 5772231]
[paragraph, [658.0, 915.0, 542.0, 36.0], shoonya_4sAIIA2WAWTY4L, 5772231]
[paragraph, [658.0, 951.0, 542.0, 36.0], shoonya_4sAIIA2WAWTY4L, 5772231]
[paragraph, [658.0, 987.0, 542.0, 36.0], shoonya_4sAIIA2WAWTY4L, 5772231]
[paragraph, [658.0, 1023.0, 542.0, 36.0], shoonya_4sAIIA2WAWTY4L, 5772231]
[paragraph, [106.0, 998.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1034.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1070.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1106.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1142.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1178.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1214.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1250.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1286.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1322.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1358.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1394.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [106.0, 1430.0, 555.0, 36.0], shoonya_1s40O6V6P4GLQ8, 5772231]
[paragraph, [658.0, 1068.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [658.0, 1104.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [658.0, 1140.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [658.0, 1176.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [658.0, 1212.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [658.0, 1248.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [658.0, 1284.0, 552.0, 36.0], FHi0t1ZRkm, 5772231]
[paragraph, [649.0, 1338.0, 569.0, 36.0], ExdZONpJ3r, 5772231]
[paragraph, [649.0, 1374.0, 569.0, 36.0], ExdZONpJ3r, 5772231]
[paragraph, [649.0, 1410.0, 569.0, 36.0], ExdZONpJ3r, 5772231]
[author, [738.0, 1455.0, 470.0, 36.0], oNb_-9xiY1, 5772231]
[contact-info, [105.0, 1502.0, 1092.0, 36.0], ZPb3PQVbJn, 5772231]
[folio, [584.0, 1576.0, 154.0, 36.0], b01jyH6RvH, 5772231]
[folio, [77.0, 1662.0, 310.0, 36.0], qAqmFdfPM_, 5772231]
