[720, 504]
[contact-info, [44.0, 97.0, 98.0, 18.0], shoonya_8s05515LWXUN7E, 5651203]
[contact-info, [44.0, 115.0, 98.0, 18.0], shoonya_8s05515LWXUN7E, 5651203]
[contact-info, [44.0, 133.0, 98.0, 18.0], shoonya_8s05515LWXUN7E, 5651203]
[contact-info, [44.0, 151.0, 98.0, 18.0], shoonya_8s05515LWXUN7E, 5651203]
[contact-info, [44.0, 169.0, 98.0, 18.0], shoonya_8s05515LWXUN7E, 5651203]
[chapter-title, [145.0, 161.0, 242.0, 30.0], hgMLE3MjyO, 5651203]
[paragraph, [57.0, 247.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 265.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 283.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 301.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 319.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 337.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 355.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 373.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 391.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 409.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 427.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [57.0, 445.0, 198.0, 18.0], shoonya_0sE10GWRF0VF9N, 5651203]
[paragraph, [266.0, 247.0, 196.0, 18.0], shoonya_5sHQFQ3E8CCCG8, 5651203]
[paragraph, [267.0, 314.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 332.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 350.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 368.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 386.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 404.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 422.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 440.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 458.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 476.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [267.0, 494.0, 198.0, 18.0], shoonya_2sLUITW6L91202, 5651203]
[paragraph, [58.0, 467.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 485.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 503.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 521.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 539.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 557.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 575.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 593.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [58.0, 611.0, 196.0, 18.0], shoonya_1sCIYWBX64UR5C, 5651203]
[paragraph, [270.0, 559.0, 195.0, 18.0], o_4BC_302_, 5651203]
[paragraph, [270.0, 577.0, 195.0, 18.0], o_4BC_302_, 5651203]
[paragraph, [270.0, 595.0, 195.0, 18.0], o_4BC_302_, 5651203]
[footnote, [208.0, 680.0, 88.0, 18.0], shoonya_7sWU359M636JER, 5651203]
