[1951, 1219]
[chapter-title, [370.0, 378.0, 477.0, 58.5], shoonya_0s5OWJIX5WX35Q, 5682531]
[paragraph, [120.0, 537.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 573.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 609.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 645.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 681.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 717.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 753.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 789.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 825.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 861.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 897.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 933.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 969.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 1005.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [120.0, 1041.0, 994.0, 36.0], KeiLtVnfg_, 5682531]
[paragraph, [118.0, 1104.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1140.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1176.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1212.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1248.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1284.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1320.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1356.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1392.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1428.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [118.0, 1464.0, 996.0, 36.0], Cuo_8kz3XU, 5682531]
[paragraph, [116.0, 1531.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1567.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1603.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1639.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1675.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1711.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1747.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
[paragraph, [116.0, 1783.0, 1000.0, 36.0], Y4ohOCWN-m, 5682531]
