[709, 499]
[section-title, [380.0, 1.0, 66.0, 30.0], DAANLU5KPm, 5690232]
[contact-info, [48.0, 99.0, 193.0, 18.0], rZ-gv73Sce, 5690232]
[contact-info, [47.0, 133.0, 281.0, 18.0], gBkUWdsx5Q, 5690232]
[contact-info, [47.0, 151.0, 281.0, 18.0], gBkUWdsx5Q, 5690232]
[contact-info, [47.0, 169.0, 281.0, 18.0], gBkUWdsx5Q, 5690232]
[contact-info, [48.0, 199.0, 156.0, 18.0], qIyrsqDtg_, 5690232]
[contact-info, [48.0, 217.0, 156.0, 18.0], qIyrsqDtg_, 5690232]
[contact-info, [44.0, 245.0, 216.0, 18.0], -rljuEKfUh, 5690232]
[contact-info, [44.0, 263.0, 216.0, 18.0], -rljuEKfUh, 5690232]
[contact-info, [49.0, 282.0, 188.0, 18.0], 1xPTw1L8JX, 5690232]
[contact-info, [49.0, 318.0, 216.0, 18.0], xf59aUeE_z, 5690232]
[contact-info, [49.0, 336.0, 216.0, 18.0], xf59aUeE_z, 5690232]
[contact-info, [49.0, 367.0, 108.0, 18.0], DQOHxDsTfh, 5690232]
[contact-info, [51.0, 405.0, 119.0, 18.0], j52kaWnyx3, 5690232]
[contact-info, [51.0, 434.0, 139.0, 18.0], O7FvflC4qW, 5690232]
[contact-info, [47.0, 470.0, 155.0, 18.0], 0W6gbu3iWd, 5690232]
[contact-info, [47.0, 488.0, 155.0, 18.0], 0W6gbu3iWd, 5690232]
[contact-info, [49.0, 507.0, 124.0, 18.0], SRM-Y9IiVL, 5690232]
[contact-info, [49.0, 525.0, 124.0, 18.0], SRM-Y9IiVL, 5690232]
[contact-info, [49.0, 559.0, 119.0, 18.0], LWKbh2eahf, 5690232]
[contact-info, [49.0, 577.0, 119.0, 18.0], LWKbh2eahf, 5690232]
[contact-info, [50.0, 605.0, 105.0, 18.0], 016tyPv8Vc, 5690232]
