[1818, 1374]
[folio, [483.0, 181.0, 407.0, 36.0], shoonya_1sYC129VJCEPKD, 5682883]
[paragraph, [112.0, 252.0, 564.0, 36.0], shoonya_3s6YZ1VQWJERNN, 5682883]
[paragraph, [112.0, 288.0, 564.0, 36.0], shoonya_3s6YZ1VQWJERNN, 5682883]
[paragraph, [112.0, 324.0, 564.0, 36.0], shoonya_3s6YZ1VQWJERNN, 5682883]
[paragraph, [697.0, 252.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 288.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 324.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 360.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 396.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 432.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 468.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 504.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 540.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 576.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 612.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 648.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 684.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 720.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 756.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 792.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 828.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 864.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 900.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 936.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [697.0, 972.0, 571.0, 36.0], iDA6d2klQQ, 5682883]
[paragraph, [115.0, 420.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 456.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 492.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 528.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 564.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 600.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 636.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 672.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 708.0, 563.0, 36.0], Nqz-9lV2BM, 5682883]
[paragraph, [115.0, 787.0, 565.0, 36.0], cTzsG3RL9q, 5682883]
[paragraph, [115.0, 823.0, 565.0, 36.0], cTzsG3RL9q, 5682883]
[paragraph, [115.0, 859.0, 565.0, 36.0], cTzsG3RL9q, 5682883]
[paragraph, [115.0, 895.0, 565.0, 36.0], cTzsG3RL9q, 5682883]
[paragraph, [116.0, 954.0, 566.0, 36.0], kO1HVVMZ9o, 5682883]
[paragraph, [116.0, 990.0, 566.0, 36.0], kO1HVVMZ9o, 5682883]
[paragraph, [116.0, 1026.0, 566.0, 36.0], kO1HVVMZ9o, 5682883]
[paragraph, [116.0, 1062.0, 566.0, 36.0], kO1HVVMZ9o, 5682883]
[paragraph, [700.0, 1031.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1067.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1103.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1139.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1175.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1211.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1247.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1283.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1319.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1355.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [700.0, 1391.0, 568.0, 36.0], 8MN13UHsV8, 5682883]
[paragraph, [115.0, 1112.0, 566.0, 36.0], AYOEJaZ8Pl, 5682883]
[paragraph, [115.0, 1148.0, 566.0, 36.0], AYOEJaZ8Pl, 5682883]
[paragraph, [113.0, 1194.0, 568.0, 36.0], qBOp71lPpr, 5682883]
[paragraph, [113.0, 1230.0, 568.0, 36.0], qBOp71lPpr, 5682883]
[paragraph, [109.0, 1277.0, 571.0, 36.0], EiUwoP-0t1, 5682883]
[paragraph, [109.0, 1313.0, 571.0, 36.0], EiUwoP-0t1, 5682883]
[paragraph, [109.0, 1349.0, 571.0, 36.0], EiUwoP-0t1, 5682883]
[paragraph, [108.0, 1397.0, 578.0, 36.0], 81iPBAD_fY, 5682883]
[paragraph, [108.0, 1433.0, 578.0, 36.0], 81iPBAD_fY, 5682883]
[paragraph, [108.0, 1469.0, 578.0, 36.0], 81iPBAD_fY, 5682883]
[paragraph, [108.0, 1505.0, 578.0, 36.0], 81iPBAD_fY, 5682883]
[paragraph, [108.0, 1541.0, 578.0, 36.0], 81iPBAD_fY, 5682883]
[paragraph, [108.0, 1577.0, 578.0, 36.0], 81iPBAD_fY, 5682883]
[paragraph, [702.0, 1442.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [702.0, 1478.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [702.0, 1514.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [702.0, 1550.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [702.0, 1586.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [702.0, 1622.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [702.0, 1658.0, 566.0, 36.0], tAeI6XH4PL, 5682883]
[paragraph, [115.0, 1641.0, 568.0, 36.0], Ye67opfmkt, 5682883]
[paragraph, [115.0, 1677.0, 568.0, 36.0], Ye67opfmkt, 5682883]
