[1034, 680]
[folio, [245.0, 67.0, 206.0, 18.0], wyEE_E9qGg, 5739813]
[folio, [245.0, 85.0, 206.0, 18.0], wyEE_E9qGg, 5739813]
[paragraph, [67.0, 119.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 137.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 155.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 173.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 191.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 209.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 227.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 245.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 263.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 281.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 299.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 317.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 335.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 353.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 371.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 389.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 407.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 425.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [67.0, 443.0, 555.0, 18.0], G-hmqsHwxJ, 5739813]
[paragraph, [62.0, 473.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 491.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 509.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 527.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 545.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 563.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 581.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 599.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 617.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 635.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 653.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 671.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 689.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 707.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 725.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 743.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 761.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 779.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 797.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 815.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 833.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 851.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 869.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 887.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 905.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 923.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
[paragraph, [62.0, 941.0, 556.0, 18.0], -tcI8ghFgN, 5739813]
