[1787, 1218]
[paragraph, [98.0, 100.0, 1003.0, 36.0], shoonya_0sDIDQDB4PCYZT, 5651049]
[paragraph, [98.0, 136.0, 1003.0, 36.0], shoonya_0sDIDQDB4PCYZT, 5651049]
[paragraph, [98.0, 172.0, 1003.0, 36.0], shoonya_0sDIDQDB4PCYZT, 5651049]
[paragraph, [98.0, 208.0, 1003.0, 36.0], shoonya_0sDIDQDB4PCYZT, 5651049]
[paragraph, [98.0, 244.0, 1003.0, 36.0], shoonya_0sDIDQDB4PCYZT, 5651049]
[ordered-list, [200.0, 298.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 334.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 370.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 406.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 442.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 478.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 514.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 550.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 586.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 622.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 658.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 694.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 730.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 766.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 802.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 838.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 874.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 910.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 946.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 982.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1018.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1054.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1090.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1126.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1162.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1198.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1234.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1270.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1306.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1342.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1378.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1414.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1450.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1486.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1522.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1558.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[ordered-list, [200.0, 1594.0, 726.0, 36.0], shoonya_1sRBHD4HIAN02C, 5651049]
[footnote, [433.0, 1653.0, 219.0, 36.0], 9cHTNPYd8F, 5651049]
