[2339, 1653]
[paragraph, [386.0, 198.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 234.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 270.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 306.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 342.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 378.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 414.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 450.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [386.0, 486.0, 1082.0, 36.0], shoonya_1sUV1KBWHOFUOK, 5733560]
[paragraph, [388.0, 550.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 586.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 622.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 658.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 694.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 730.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 766.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 802.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 838.0, 1072.0, 36.0], shoonya_3sWCDLRNKKJXPK, 5733560]
[paragraph, [388.0, 896.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 932.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 968.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1004.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1040.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1076.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1112.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1148.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1184.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1220.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1256.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1292.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1328.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1364.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1400.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1436.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1472.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1508.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [388.0, 1544.0, 1073.0, 36.0], shoonya_2sSNXR8L5I6QZR, 5733560]
[paragraph, [389.0, 1599.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1635.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1671.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1707.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1743.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1779.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1815.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1851.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1887.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1923.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1959.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 1995.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 2031.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[paragraph, [389.0, 2067.0, 1072.0, 36.0], shoonya_0sGI5JFVG4X4N1, 5733560]
[folio, [858.0, 2182.0, 548.0, 36.0], GJO_h75KzP, 5733560]
