[2339, 1654]
[folio, [1316.0, 58.0, 240.0, 36.0], GoY_2HNG9v, 5750572]
[paragraph, [116.0, 111.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 147.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 183.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 219.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 255.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 291.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 327.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 363.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 399.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 435.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 471.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 507.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 543.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 579.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 615.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 651.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 687.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 723.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 759.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 795.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 831.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 867.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 903.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 939.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 975.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1011.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1047.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1083.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1119.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1155.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1191.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1227.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1263.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1299.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1335.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1371.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1407.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1443.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1479.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1515.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1551.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1587.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1623.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1659.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1695.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1731.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1767.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1803.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1839.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1875.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1911.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1947.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [116.0, 1983.0, 1450.0, 36.0], YsvHfbLsrI, 5750572]
[paragraph, [228.0, 2025.0, 1314.0, 36.0], shoonya_1sMC8QRAUQ6PHM, 5750572]
[paragraph, [228.0, 2061.0, 1314.0, 36.0], shoonya_1sMC8QRAUQ6PHM, 5750572]
[reference, [135.0, 2197.0, 383.0, 36.0], shoonya_0sOTKNB9W5GYYN, 5750572]
