[1250, 855]
[chapter-title, [374.0, 30.0, 210.0, 30.0], shoonya_7sPFAXRL6SN8KV, 5776763]
[paragraph, [165.0, 67.0, 639.0, 18.0], shoonya_2sG2X6NTCA6MDZ, 5776763]
[paragraph, [165.0, 85.0, 639.0, 18.0], shoonya_2sG2X6NTCA6MDZ, 5776763]
[paragraph, [165.0, 103.0, 639.0, 18.0], shoonya_2sG2X6NTCA6MDZ, 5776763]
[paragraph, [165.0, 121.0, 639.0, 18.0], shoonya_2sG2X6NTCA6MDZ, 5776763]
[paragraph, [162.0, 143.0, 636.0, 18.0], Zt3hJcXLWg, 5776763]
[paragraph, [162.0, 161.0, 636.0, 18.0], Zt3hJcXLWg, 5776763]
[paragraph, [162.0, 179.0, 636.0, 18.0], Zt3hJcXLWg, 5776763]
[paragraph, [162.0, 197.0, 636.0, 18.0], Zt3hJcXLWg, 5776763]
[paragraph, [168.0, 221.0, 626.0, 18.0], shoonya_5s00FPY89558YJ, 5776763]
[paragraph, [168.0, 239.0, 626.0, 18.0], shoonya_5s00FPY89558YJ, 5776763]
[paragraph, [168.0, 257.0, 626.0, 18.0], shoonya_5s00FPY89558YJ, 5776763]
[paragraph, [168.0, 275.0, 626.0, 18.0], shoonya_5s00FPY89558YJ, 5776763]
[paragraph, [168.0, 297.0, 625.0, 18.0], shoonya_3s2288WZD5MHTN, 5776763]
[paragraph, [168.0, 315.0, 625.0, 18.0], shoonya_3s2288WZD5MHTN, 5776763]
[paragraph, [168.0, 333.0, 625.0, 18.0], shoonya_3s2288WZD5MHTN, 5776763]
[paragraph, [168.0, 351.0, 625.0, 18.0], shoonya_3s2288WZD5MHTN, 5776763]
[paragraph, [168.0, 369.0, 625.0, 18.0], shoonya_3s2288WZD5MHTN, 5776763]
[paragraph, [170.0, 395.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 413.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 431.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 449.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 467.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 485.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 503.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 521.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 539.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 557.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 575.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 593.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 611.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 629.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [170.0, 647.0, 624.0, 18.0], shoonya_1sMZDYKQ1F7UQP, 5776763]
[paragraph, [172.0, 670.0, 624.0, 18.0], shoonya_6s1J6O8NTQY0JZ, 5776763]
[paragraph, [172.0, 688.0, 624.0, 18.0], shoonya_6s1J6O8NTQY0JZ, 5776763]
[paragraph, [172.0, 706.0, 624.0, 18.0], shoonya_6s1J6O8NTQY0JZ, 5776763]
[paragraph, [172.0, 724.0, 624.0, 18.0], shoonya_6s1J6O8NTQY0JZ, 5776763]
[paragraph, [172.0, 745.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 763.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 781.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 799.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 817.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 835.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 853.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 871.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 889.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 907.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 925.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [172.0, 943.0, 623.0, 18.0], shoonya_0sTKFR8VS1B1QP, 5776763]
[paragraph, [176.0, 969.0, 621.0, 18.0], shoonya_4sSTSKBVZBOTZX, 5776763]
[paragraph, [176.0, 987.0, 621.0, 18.0], shoonya_4sSTSKBVZBOTZX, 5776763]
[paragraph, [176.0, 1005.0, 621.0, 18.0], shoonya_4sSTSKBVZBOTZX, 5776763]
[paragraph, [176.0, 1023.0, 621.0, 18.0], shoonya_4sSTSKBVZBOTZX, 5776763]
[paragraph, [176.0, 1041.0, 621.0, 18.0], shoonya_4sSTSKBVZBOTZX, 5776763]
