[2339, 1653]
[paragraph, [323.0, 157.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 193.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 229.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 265.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 301.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 337.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 373.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 409.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 445.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 481.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 517.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 553.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 589.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 625.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 661.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 697.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 733.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 769.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 805.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 841.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 877.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 913.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 949.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 985.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 1021.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [323.0, 1057.0, 1136.0, 36.0], shoonya_1sLSGWQU7CTR6V, 5734087]
[paragraph, [325.0, 1107.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1143.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1179.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1215.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1251.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1287.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1323.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1359.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1395.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1431.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1467.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1503.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1539.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1575.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [325.0, 1611.0, 1136.0, 36.0], shoonya_0sCVA615URKBMJ, 5734087]
[paragraph, [323.0, 1663.0, 1140.0, 36.0], shoonya_2sZJZ6IKY94CDZ, 5734087]
[paragraph, [323.0, 1699.0, 1140.0, 36.0], shoonya_2sZJZ6IKY94CDZ, 5734087]
[paragraph, [323.0, 1735.0, 1140.0, 36.0], shoonya_2sZJZ6IKY94CDZ, 5734087]
[paragraph, [323.0, 1771.0, 1140.0, 36.0], shoonya_2sZJZ6IKY94CDZ, 5734087]
[paragraph, [323.0, 1807.0, 1140.0, 36.0], shoonya_2sZJZ6IKY94CDZ, 5734087]
