[2174, 1461]
[folio, [155.0, 134.0, 167.0, 36.0], shoonya_5sKH70TIW6U910, 5654823]
[section-title, [168.0, 240.0, 728.0, 52.5], shoonya_9s4K93OCJTL136, 5654823]
[paragraph, [162.0, 345.0, 1164.0, 36.0], shoonya_6sJ392WKCMSDD1, 5654823]
[paragraph, [162.0, 381.0, 1164.0, 36.0], shoonya_6sJ392WKCMSDD1, 5654823]
[paragraph, [162.0, 417.0, 1164.0, 36.0], shoonya_6sJ392WKCMSDD1, 5654823]
[paragraph, [162.0, 453.0, 1164.0, 36.0], shoonya_6sJ392WKCMSDD1, 5654823]
[paragraph, [162.0, 489.0, 1164.0, 36.0], shoonya_6sJ392WKCMSDD1, 5654823]
[paragraph, [162.0, 525.0, 1164.0, 36.0], shoonya_6sJ392WKCMSDD1, 5654823]
[paragraph, [209.0, 591.0, 835.0, 36.0], shoonya_8sPUQBSCMWDQNW, 5654823]
[paragraph, [209.0, 627.0, 835.0, 36.0], shoonya_8sPUQBSCMWDQNW, 5654823]
[paragraph, [209.0, 663.0, 835.0, 36.0], shoonya_8sPUQBSCMWDQNW, 5654823]
[paragraph, [209.0, 699.0, 835.0, 36.0], shoonya_8sPUQBSCMWDQNW, 5654823]
[paragraph, [209.0, 735.0, 835.0, 36.0], shoonya_8sPUQBSCMWDQNW, 5654823]
[paragraph, [209.0, 771.0, 835.0, 36.0], shoonya_8sPUQBSCMWDQNW, 5654823]
[paragraph, [154.0, 841.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [154.0, 877.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [154.0, 913.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [154.0, 949.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [154.0, 985.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [154.0, 1021.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [154.0, 1057.0, 1173.0, 36.0], shoonya_1sJ46OBCUX23L0, 5654823]
[paragraph, [164.0, 1166.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1202.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1238.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1274.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1310.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1346.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1382.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1418.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1454.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1490.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [164.0, 1526.0, 1165.0, 36.0], shoonya_2sHON7CZ86HDLG, 5654823]
[paragraph, [153.0, 1639.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[paragraph, [153.0, 1675.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[paragraph, [153.0, 1711.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[paragraph, [153.0, 1747.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[paragraph, [153.0, 1783.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[paragraph, [153.0, 1819.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[paragraph, [153.0, 1855.0, 1173.0, 36.0], shoonya_0sLRV5M9IUNV7M, 5654823]
[reference, [163.0, 1984.0, 480.0, 36.0], shoonya_4sAEOYU1G8NGZU, 5654823]
