[2339, 1656]
[paragraph, [184.0, 190.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 226.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 262.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 298.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 334.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 370.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 406.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 442.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 478.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 514.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 550.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [184.0, 586.0, 1282.0, 36.0], shoonya_0sEZMBHEO2OGII, 5752468]
[paragraph, [190.0, 678.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 714.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 750.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 786.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 822.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 858.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 894.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 930.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 966.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 1002.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [190.0, 1038.0, 1273.0, 36.0], shoonya_2sPOTVXNNK99EI, 5752468]
[paragraph, [187.0, 1169.0, 1275.0, 36.0], shoonya_3sG1D6VEPKVQPT, 5752468]
[paragraph, [187.0, 1205.0, 1275.0, 36.0], shoonya_3sG1D6VEPKVQPT, 5752468]
[paragraph, [187.0, 1241.0, 1275.0, 36.0], shoonya_3sG1D6VEPKVQPT, 5752468]
[paragraph, [185.0, 1364.0, 1279.0, 36.0], shoonya_4sV9NE05LD0987, 5752468]
[paragraph, [185.0, 1400.0, 1279.0, 36.0], shoonya_4sV9NE05LD0987, 5752468]
[paragraph, [185.0, 1436.0, 1279.0, 36.0], shoonya_4sV9NE05LD0987, 5752468]
[paragraph, [185.0, 1472.0, 1279.0, 36.0], shoonya_4sV9NE05LD0987, 5752468]
[paragraph, [185.0, 1508.0, 1279.0, 36.0], shoonya_4sV9NE05LD0987, 5752468]
[paragraph, [287.0, 1651.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1687.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1723.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1759.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1795.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1831.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1867.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1903.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1939.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 1975.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[paragraph, [287.0, 2011.0, 1178.0, 36.0], shoonya_5s4PT4E2T919Q4, 5752468]
[folio, [299.0, 2146.0, 465.0, 36.0], shoonya_6sXJ5BQQH0NGSH, 5752468]
