[1565, 1152]
[paragraph, [720.0, 126.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 162.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 198.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 234.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 270.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 306.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 342.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 378.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 414.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 450.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 486.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 522.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 558.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 594.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 630.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 666.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 702.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 738.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 774.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 810.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 846.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 882.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 918.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 954.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [720.0, 990.0, 300.0, 36.0], shoonya_0sU3Q6N3MLGSDU, 5712660]
[paragraph, [84.0, 127.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 163.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 199.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 235.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 271.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 307.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 343.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 379.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 415.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 451.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 487.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 523.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 559.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 595.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 631.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 667.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 703.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 739.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 775.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 811.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 847.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 883.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 919.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 955.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 991.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[paragraph, [84.0, 1027.0, 326.0, 36.0], shoonya_4sGUMI60H7H49C, 5712660]
[unordered-list, [429.0, 131.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 167.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 203.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 239.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 275.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 311.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 347.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 383.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 419.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 455.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 491.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 527.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 563.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 599.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 635.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 671.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 707.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[unordered-list, [429.0, 743.0, 294.0, 36.0], shoonya_7sGR1M6W9225O1, 5712660]
[paragraph, [428.0, 780.0, 263.0, 36.0], shoonya_9sC6J1YE7P0GME, 5712660]
[paragraph, [428.0, 816.0, 263.0, 36.0], shoonya_9sC6J1YE7P0GME, 5712660]
[paragraph, [428.0, 864.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 900.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 936.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 972.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1008.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1044.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1080.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1116.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1152.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1188.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1224.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1260.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1296.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1332.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [428.0, 1368.0, 294.0, 36.0], shoonya_1s9RKSYQ5LN2S2, 5712660]
[paragraph, [744.0, 1049.0, 275.0, 36.0], 8iqh1wAGsw, 5712660]
[paragraph, [744.0, 1085.0, 275.0, 36.0], 8iqh1wAGsw, 5712660]
[unordered-list, [91.0, 1094.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1130.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1166.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1202.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1238.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1274.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1310.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1346.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[unordered-list, [91.0, 1382.0, 303.0, 36.0], shoonya_6s4KTYMXG78WQT, 5712660]
[paragraph, [736.0, 1105.0, 305.0, 36.0], shoonya_10sPB895KJ8YZS, 5712660]
[paragraph, [736.0, 1141.0, 305.0, 36.0], shoonya_10sPB895KJ8YZS, 5712660]
[paragraph, [736.0, 1177.0, 305.0, 36.0], shoonya_10sPB895KJ8YZS, 5712660]
[paragraph, [728.0, 1232.0, 297.0, 36.0], shoonya_3sKIHLO87H7U2N, 5712660]
[paragraph, [728.0, 1268.0, 297.0, 36.0], shoonya_3sKIHLO87H7U2N, 5712660]
[paragraph, [728.0, 1304.0, 297.0, 36.0], shoonya_3sKIHLO87H7U2N, 5712660]
[paragraph, [728.0, 1340.0, 297.0, 36.0], shoonya_3sKIHLO87H7U2N, 5712660]
[paragraph, [728.0, 1376.0, 297.0, 36.0], shoonya_3sKIHLO87H7U2N, 5712660]
[paragraph, [728.0, 1412.0, 297.0, 36.0], shoonya_3sKIHLO87H7U2N, 5712660]
