[792, 612]
[section-title, [284.0, 111.0, 55.0, 30.0], vVd51nWqIr, 6493359]
[paragraph, [100.0, 154.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 172.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 190.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 208.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 226.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 244.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 262.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 280.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 298.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 316.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [100.0, 334.0, 418.0, 18.0], shoonya_0sT5E2KU25ZKK5, 6493359]
[paragraph, [102.0, 374.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 392.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 410.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 428.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 446.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 464.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 482.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 500.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 518.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 536.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [102.0, 554.0, 414.0, 18.0], XaHk-IWbh0, 6493359]
[paragraph, [101.0, 590.0, 417.0, 18.0], WmUeHEtvh9, 6493359]
[paragraph, [101.0, 608.0, 417.0, 18.0], WmUeHEtvh9, 6493359]
[paragraph, [101.0, 626.0, 417.0, 18.0], WmUeHEtvh9, 6493359]
[paragraph, [97.0, 658.0, 421.0, 18.0], B1BuRQuhfP, 6493359]
[paragraph, [97.0, 676.0, 421.0, 18.0], B1BuRQuhfP, 6493359]
[paragraph, [97.0, 694.0, 421.0, 18.0], B1BuRQuhfP, 6493359]
[paragraph, [97.0, 712.0, 421.0, 18.0], B1BuRQuhfP, 6493359]
[paragraph, [97.0, 730.0, 421.0, 18.0], B1BuRQuhfP, 6493359]
