[2200, 1700]
[folio, [1332.0, 67.0, 271.0, 36.0], VXM3QsuaSQ, 5755465]
[folio, [1286.0, 135.0, 267.0, 36.0], 6tzUCUi7kD, 5755465]
[dateline, [152.0, 138.0, 437.0, 64.5], whh76DG0hc, 5755465]
[placeholder-text, [418.0, 369.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 387.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 405.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 423.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 441.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 459.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 477.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 495.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 513.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 531.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 549.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 567.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 585.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 603.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 621.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 639.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 657.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 675.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 693.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 711.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 729.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 747.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 765.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 783.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 801.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 819.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 837.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[placeholder-text, [418.0, 855.0, 1112.0, 18.0], IXfqPJHXOg, 5755465]
[paragraph, [196.0, 390.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 426.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 462.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 498.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 534.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 570.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 606.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 642.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 678.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 714.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 750.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 786.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[paragraph, [196.0, 822.0, 183.0, 36.0], NUXAJ3FP9v, 5755465]
[placeholder-text, [1014.0, 1044.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [1014.0, 1062.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [1014.0, 1080.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [1014.0, 1098.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [1014.0, 1116.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [1014.0, 1134.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [1014.0, 1152.0, 466.0, 18.0], lxGk3fFgyN, 5755465]
[placeholder-text, [191.0, 1049.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[placeholder-text, [191.0, 1067.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[placeholder-text, [191.0, 1085.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[placeholder-text, [191.0, 1103.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[placeholder-text, [191.0, 1121.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[placeholder-text, [191.0, 1139.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[placeholder-text, [191.0, 1157.0, 466.0, 18.0], vB_KqaJ2xe, 5755465]
[paragraph, [700.0, 1199.0, 205.0, 36.0], aJ61VL33qh, 5755465]
[paragraph, [700.0, 1235.0, 205.0, 36.0], aJ61VL33qh, 5755465]
[placeholder-text, [186.0, 1301.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [186.0, 1319.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [186.0, 1337.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [186.0, 1355.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [186.0, 1373.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [186.0, 1391.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [186.0, 1409.0, 513.0, 18.0], pNQ5OCDp0e, 5755465]
[placeholder-text, [976.0, 1316.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [976.0, 1334.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [976.0, 1352.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [976.0, 1370.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [976.0, 1388.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [976.0, 1406.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [976.0, 1424.0, 509.0, 18.0], BuvTAOPyOe, 5755465]
[placeholder-text, [539.0, 1622.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1640.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1658.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1676.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1694.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1712.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1730.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1748.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1766.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1784.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1802.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1820.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1838.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1856.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1874.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1892.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1910.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1928.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1946.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1964.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 1982.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 2000.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[placeholder-text, [539.0, 2018.0, 999.0, 18.0], qfqOKnOWEu, 5755465]
[paragraph, [258.0, 1656.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1692.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1728.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1764.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1800.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1836.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1872.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1908.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1944.0, 169.0, 36.0], guEKX5T0fL, 5755465]
[paragraph, [258.0, 1980.0, 169.0, 36.0], guEKX5T0fL, 5755465]
