[1755, 1241]
[folio, [139.0, 170.0, 440.0, 36.0], ohRs8yBFby, 5705214]
[headline, [163.0, 263.0, 908.0, 37.5], 5DoluWyYNO, 5705214]
[headline, [163.0, 300.5, 908.0, 37.5], 5DoluWyYNO, 5705214]
[contact-info, [166.0, 371.0, 908.0, 36.0], shoonya_12sWEP1PQY2S7O, 5705214]
[contact-info, [166.0, 407.0, 908.0, 36.0], shoonya_12sWEP1PQY2S7O, 5705214]
[contact-info, [166.0, 443.0, 908.0, 36.0], shoonya_12sWEP1PQY2S7O, 5705214]
[contact-info, [166.0, 479.0, 908.0, 36.0], shoonya_12sWEP1PQY2S7O, 5705214]
[contact-info, [166.0, 515.0, 908.0, 36.0], shoonya_12sWEP1PQY2S7O, 5705214]
[unordered-list, [166.0, 572.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 608.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 644.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 680.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 716.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 752.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 788.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 824.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 860.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 896.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 932.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 968.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1004.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1040.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1076.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1112.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1148.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1184.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1220.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1256.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1292.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1328.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1364.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1400.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[unordered-list, [166.0, 1436.0, 244.0, 36.0], shoonya_15sC0KZCVK1IMA, 5705214]
[paragraph, [431.0, 610.0, 617.0, 36.0], shoonya_0sVM73669EP8W0, 5705214]
[paragraph, [431.0, 646.0, 617.0, 36.0], shoonya_0sVM73669EP8W0, 5705214]
[paragraph, [431.0, 682.0, 617.0, 36.0], shoonya_0sVM73669EP8W0, 5705214]
[paragraph, [431.0, 718.0, 617.0, 36.0], shoonya_0sVM73669EP8W0, 5705214]
[paragraph, [434.0, 764.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 800.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 836.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 872.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 908.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 944.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 980.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 1016.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [434.0, 1052.0, 611.0, 36.0], shoonya_1sTEM2SAHJOD80, 5705214]
[paragraph, [435.0, 1094.0, 613.0, 36.0], shoonya_2sTDX8DJIF0CYS, 5705214]
[paragraph, [435.0, 1130.0, 613.0, 36.0], shoonya_2sTDX8DJIF0CYS, 5705214]
[figure-caption, [429.0, 1322.0, 147.0, 36.0], 1Oanelb8M_, 5705214]
[figure-caption, [897.0, 1323.0, 155.0, 36.0], kbYsFnHrDO, 5705214]
[figure-caption, [588.0, 1326.0, 130.0, 36.0], oN6KSVtIVV, 5705214]
[figure-caption, [732.0, 1326.0, 153.0, 36.0], lyuPbVFSi7, 5705214]
[folio, [935.0, 1407.0, 130.0, 36.0], otWUOdE7rC, 5705214]
[folio, [506.0, 1494.0, 166.0, 36.0], OfIkyDwNCf, 5705214]
[website-link, [138.0, 1544.0, 313.0, 18.0], htVkSqrrTc, 5705214]
