[864, 612]
[folio, [226.0, 92.0, 155.0, 18.0], E3FdYCrK8P, 5717587]
[paragraph, [56.0, 141.0, 489.0, 18.0], shoonya_0sSFONKD2980EA, 5717587]
[paragraph, [55.0, 181.0, 489.0, 18.0], fm4QHBJGeO, 5717587]
[ordered-list, [40.0, 220.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 238.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 256.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 274.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 292.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 310.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 328.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 346.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 364.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 382.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 400.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 418.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 436.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 454.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 472.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 490.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 508.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 526.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 544.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 562.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 580.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 598.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 616.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 634.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 652.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 670.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 688.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 706.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 724.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 742.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[ordered-list, [40.0, 760.0, 514.0, 18.0], rFPK2dh2jf, 5717587]
[sub-ordered-list, [58.0, 223.0, 485.0, 18.0], M-5hzcWtN2, 5717587]
[sub-ordered-list, [58.0, 241.0, 485.0, 18.0], M-5hzcWtN2, 5717587]
[sub-ordered-list, [58.0, 259.0, 485.0, 18.0], M-5hzcWtN2, 5717587]
[sub-ordered-list, [64.0, 303.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 321.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 339.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 357.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 375.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 393.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 411.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 429.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 447.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [64.0, 465.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
