[975, 571]
[chapter-title, [127.0, 33.0, 278.0, 30.0], shoonya_6s1E8KYNABMJUQ, 5776172]
[paragraph, [12.0, 67.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 85.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 103.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 121.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 139.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 157.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 175.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 193.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [12.0, 211.0, 522.0, 18.0], shoonya_0s56G1CHI5BW0J, 5776172]
[paragraph, [17.0, 230.0, 521.0, 18.0], shoonya_1sB1LL7HN4CLO9, 5776172]
[paragraph, [17.0, 248.0, 521.0, 18.0], shoonya_1sB1LL7HN4CLO9, 5776172]
[paragraph, [17.0, 266.0, 521.0, 18.0], shoonya_1sB1LL7HN4CLO9, 5776172]
[paragraph, [17.0, 284.0, 521.0, 18.0], shoonya_1sB1LL7HN4CLO9, 5776172]
[paragraph, [17.0, 302.0, 521.0, 18.0], shoonya_1sB1LL7HN4CLO9, 5776172]
[paragraph, [24.0, 311.0, 516.0, 18.0], shoonya_3s2ZEWYJB0KX5C, 5776172]
[paragraph, [24.0, 329.0, 516.0, 18.0], shoonya_3s2ZEWYJB0KX5C, 5776172]
[paragraph, [24.0, 347.0, 516.0, 18.0], shoonya_3s2ZEWYJB0KX5C, 5776172]
[paragraph, [29.0, 359.0, 514.0, 18.0], shoonya_2s8CVR07IOUU76, 5776172]
[paragraph, [29.0, 377.0, 514.0, 18.0], shoonya_2s8CVR07IOUU76, 5776172]
[paragraph, [29.0, 395.0, 514.0, 18.0], shoonya_2s8CVR07IOUU76, 5776172]
[paragraph, [18.0, 415.0, 531.0, 18.0], 4lBhDnuzZA, 5776172]
[paragraph, [18.0, 433.0, 531.0, 18.0], 4lBhDnuzZA, 5776172]
[paragraph, [18.0, 451.0, 531.0, 18.0], 4lBhDnuzZA, 5776172]
[paragraph, [18.0, 469.0, 531.0, 18.0], 4lBhDnuzZA, 5776172]
[paragraph, [27.0, 476.0, 521.0, 18.0], rIj0ngdRWJ, 5776172]
[paragraph, [27.0, 494.0, 521.0, 18.0], rIj0ngdRWJ, 5776172]
[paragraph, [27.0, 512.0, 521.0, 18.0], rIj0ngdRWJ, 5776172]
[paragraph, [28.0, 511.0, 522.0, 18.0], bc5WkxrXEr, 5776172]
[paragraph, [28.0, 529.0, 522.0, 18.0], bc5WkxrXEr, 5776172]
[paragraph, [28.0, 547.0, 522.0, 18.0], bc5WkxrXEr, 5776172]
[paragraph, [35.0, 568.0, 525.0, 18.0], 7IfZ0GSOA_, 5776172]
[paragraph, [35.0, 586.0, 525.0, 18.0], 7IfZ0GSOA_, 5776172]
[paragraph, [35.0, 604.0, 525.0, 18.0], 7IfZ0GSOA_, 5776172]
[paragraph, [35.0, 607.0, 528.0, 18.0], 8VTdQ1ElB2, 5776172]
[paragraph, [35.0, 625.0, 528.0, 18.0], 8VTdQ1ElB2, 5776172]
[paragraph, [35.0, 643.0, 528.0, 18.0], 8VTdQ1ElB2, 5776172]
[paragraph, [41.0, 665.0, 518.0, 18.0], shoonya_7sSSRABPZT3A5T, 5776172]
[paragraph, [41.0, 683.0, 518.0, 18.0], shoonya_7sSSRABPZT3A5T, 5776172]
[paragraph, [41.0, 701.0, 518.0, 18.0], shoonya_7sSSRABPZT3A5T, 5776172]
[paragraph, [41.0, 719.0, 518.0, 18.0], shoonya_7sSSRABPZT3A5T, 5776172]
[paragraph, [46.0, 722.0, 516.0, 18.0], shoonya_5sYF3NKPYLBQA3, 5776172]
[paragraph, [46.0, 740.0, 516.0, 18.0], shoonya_5sYF3NKPYLBQA3, 5776172]
[paragraph, [46.0, 758.0, 516.0, 18.0], shoonya_5sYF3NKPYLBQA3, 5776172]
[paragraph, [46.0, 776.0, 516.0, 18.0], shoonya_5sYF3NKPYLBQA3, 5776172]
[paragraph, [46.0, 794.0, 516.0, 18.0], shoonya_5sYF3NKPYLBQA3, 5776172]
[paragraph, [45.0, 815.0, 519.0, 18.0], tB8X4wTIqc, 5776172]
[paragraph, [45.0, 833.0, 519.0, 18.0], tB8X4wTIqc, 5776172]
[paragraph, [45.0, 851.0, 519.0, 18.0], tB8X4wTIqc, 5776172]
[paragraph, [45.0, 869.0, 519.0, 18.0], tB8X4wTIqc, 5776172]
[paragraph, [67.0, 878.0, 495.0, 18.0], shoonya_4sNXPZSAMFDH5C, 5776172]
[paragraph, [67.0, 896.0, 495.0, 18.0], shoonya_4sNXPZSAMFDH5C, 5776172]
